contact_id,customer_id,source_customer_id,customer_full_name,contact_full_name,contact_email,role,influence_level,preferred_channel,synthetic_flag
CT003219,C001058,7771,Janice Jackson,Janice Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003220,C001059,1505,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003221,C001059,1505,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003222,C001060,5024,Thomas Klein,Thomas Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003223,C001060,5024,Thomas Klein,Thomas Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003224,C001060,5024,Thomas Klein,Thomas Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003225,C001061,1576,Dorothy Melton,Dorothy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003226,C001061,1576,Dorothy Melton,Dorothy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003227,C001061,1576,Dorothy Melton,Dorothy Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003228,C001062,4861,Rebecca Smith,Rebecca Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003229,C001062,4861,Rebecca Smith,Rebecca Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003230,C001062,4861,Rebecca Smith,Rebecca Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003231,C001063,8233,Mary Hanna,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003232,C001063,8233,Mary Hanna,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003233,C001063,8233,Mary Hanna,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003234,C001064,11077,Andrew Smith,Andrew Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003235,C001064,11077,Andrew Smith,Andrew Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003236,C001064,11077,Andrew Smith,Andrew Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003237,C001065,5548,Michael Crawford,Michael Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003238,C001065,5548,Michael Crawford,Michael Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003239,C001065,5548,Michael Crawford,Michael Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003240,C001066,647,Mary Rios,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003241,C001066,647,Mary Rios,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003242,C001066,647,Mary Rios,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003243,C001067,6759,Matthew Smith,Matthew Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003244,C001067,6759,Matthew Smith,Matthew Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003245,C001067,6759,Matthew Smith,Matthew Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003246,C001068,9197,Mary Sutton,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003247,C001068,9197,Mary Sutton,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003248,C001068,9197,Mary Sutton,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003249,C001069,8217,Virginia Cantrell,Virginia Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003250,C001069,8217,Virginia Cantrell,Virginia Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003251,C001070,4916,Larry Smith,Larry Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003252,C001070,4916,Larry Smith,Larry Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003253,C001070,4916,Larry Smith,Larry Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003254,C001070,4916,Larry Smith,Larry Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003255,C001071,8365,Matthew Norman,Matthew Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003256,C001071,8365,Matthew Norman,Matthew Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003257,C001071,8365,Matthew Norman,Matthew Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003258,C001071,8365,Matthew Norman,Matthew Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003259,C001072,10888,Mary Cline,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003260,C001072,10888,Mary Cline,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003261,C001073,9726,Steven Smith,Steven Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003262,C001073,9726,Steven Smith,Steven Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003263,C001073,9726,Steven Smith,Steven Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003264,C001074,9074,Margaret Smith,Margaret Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003265,C001074,9074,Margaret Smith,Margaret Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003266,C001074,9074,Margaret Smith,Margaret Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003267,C001075,6571,Brenda Gonzalez,Brenda Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003268,C001075,6571,Brenda Gonzalez,Brenda Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003269,C001075,6571,Brenda Gonzalez,Brenda Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003270,C001076,6746,Anthony Sanchez,Anthony Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003271,C001076,6746,Anthony Sanchez,Anthony Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003272,C001076,6746,Anthony Sanchez,Anthony Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003273,C001076,6746,Anthony Sanchez,Anthony Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003274,C001077,5660,Mary Maldonado,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003275,C001077,5660,Mary Maldonado,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003276,C001077,5660,Mary Maldonado,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003277,C001078,4265,Debra Smith,Debra Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003278,C001078,4265,Debra Smith,Debra Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003279,C001078,4265,Debra Smith,Debra Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003280,C001079,4190,Mary Martinez,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003281,C001079,4190,Mary Martinez,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003282,C001079,4190,Mary Martinez,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003283,C001080,2703,Kimberly Smith,Kimberly Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003284,C001080,2703,Kimberly Smith,Kimberly Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003285,C001081,1670,Keith Callahan,Keith Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003286,C001081,1670,Keith Callahan,Keith Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003287,C001082,1466,Stephen Cole,Stephen Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003288,C001082,1466,Stephen Cole,Stephen Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003289,C001082,1466,Stephen Cole,Stephen Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003290,C001083,6788,Mary Allen,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003291,C001083,6788,Mary Allen,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003292,C001084,1532,Mary Bailey,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003293,C001084,1532,Mary Bailey,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003294,C001085,3468,Mary Romero,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003295,C001085,3468,Mary Romero,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003296,C001085,3468,Mary Romero,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003297,C001086,4929,Janet Harvey,Janet Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003298,C001086,4929,Janet Harvey,Janet Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003299,C001086,4929,Janet Harvey,Janet Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003300,C001087,376,Grace Sanchez,Grace Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003301,C001087,376,Grace Sanchez,Grace Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003302,C001087,376,Grace Sanchez,Grace Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003303,C001088,3758,Scott Smith,Scott Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003304,C001088,3758,Scott Smith,Scott Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003305,C001089,10072,Richard Smith,Richard Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003306,C001089,10072,Richard Smith,Richard Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003307,C001090,8754,Paul Sanchez,Paul Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003308,C001090,8754,Paul Sanchez,Paul Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003309,C001090,8754,Paul Sanchez,Paul Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003310,C001091,4422,Mary Schwartz,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003311,C001091,4422,Mary Schwartz,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003312,C001091,4422,Mary Schwartz,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003313,C001092,12117,Helen Smith,Helen Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003314,C001092,12117,Helen Smith,Helen Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003315,C001092,12117,Helen Smith,Helen Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003316,C001093,10617,Ruth Smith,Ruth Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003317,C001093,10617,Ruth Smith,Ruth Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003318,C001093,10617,Ruth Smith,Ruth Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003319,C001093,10617,Ruth Smith,Ruth Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003320,C001094,2578,Mary Blake,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003321,C001094,2578,Mary Blake,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003322,C001095,11115,Michelle Smith,Michelle Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003323,C001095,11115,Michelle Smith,Michelle Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003324,C001095,11115,Michelle Smith,Michelle Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003325,C001095,11115,Michelle Smith,Michelle Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003326,C001096,1997,Amy Callahan,Amy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003327,C001096,1997,Amy Callahan,Amy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003328,C001096,1997,Amy Callahan,Amy Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003329,C001097,2610,Virginia Johnson,Virginia Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003330,C001097,2610,Virginia Johnson,Virginia Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003331,C001097,2610,Virginia Johnson,Virginia Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003332,C001097,2610,Virginia Johnson,Virginia Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003333,C001098,4707,Victoria Smith,Victoria Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003334,C001098,4707,Victoria Smith,Victoria Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003335,C001098,4707,Victoria Smith,Victoria Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003336,C001099,6418,Olivia Owens,Olivia Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003337,C001099,6418,Olivia Owens,Olivia Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003338,C001100,10273,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003339,C001100,10273,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003340,C001100,10273,Mary Smith,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003341,C001101,2157,Danielle Holt,Danielle Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003342,C001101,2157,Danielle Holt,Danielle Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003343,C001101,2157,Danielle Holt,Danielle Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003344,C001101,2157,Danielle Holt,Danielle Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003345,C001102,2830,Maria Baker,Maria Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003346,C001102,2830,Maria Baker,Maria Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003347,C001102,2830,Maria Baker,Maria Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003348,C001103,10687,George Weeks,George Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003349,C001103,10687,George Weeks,George Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003350,C001103,10687,George Weeks,George Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003351,C001104,9887,Margaret Valenzuela,Margaret Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003352,C001104,9887,Margaret Valenzuela,Margaret Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003353,C001104,9887,Margaret Valenzuela,Margaret Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003354,C001105,9002,Mary Mullins,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003355,C001105,9002,Mary Mullins,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003356,C001106,10563,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003357,C001106,10563,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003358,C001107,12382,Jennifer Smith,Jennifer Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003359,C001107,12382,Jennifer Smith,Jennifer Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003360,C001107,12382,Jennifer Smith,Jennifer Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003361,C001108,7143,Mary Burnett,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003362,C001108,7143,Mary Burnett,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003363,C001108,7143,Mary Burnett,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003364,C001109,1921,Larry Smith,Larry Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003365,C001109,1921,Larry Smith,Larry Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003366,C001110,4109,Scott Shaffer,Scott Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003367,C001110,4109,Scott Shaffer,Scott Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003368,C001110,4109,Scott Shaffer,Scott Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003369,C001111,5198,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003370,C001111,5198,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003371,C001111,5198,Mary Smith,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003372,C001112,10620,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003373,C001112,10620,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003374,C001113,9581,Deborah Smith,Deborah Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003375,C001113,9581,Deborah Smith,Deborah Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003376,C001113,9581,Deborah Smith,Deborah Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003377,C001113,9581,Deborah Smith,Deborah Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003378,C001114,6081,Lauren Bennett,Lauren Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003379,C001114,6081,Lauren Bennett,Lauren Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003380,C001115,11235,Judy Church,Judy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003381,C001115,11235,Judy Church,Judy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003382,C001115,11235,Judy Church,Judy Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003383,C001116,8300,Mary Reynolds,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003384,C001116,8300,Mary Reynolds,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003385,C001116,8300,Mary Reynolds,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003386,C001117,6165,Mary Gardner,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003387,C001117,6165,Mary Gardner,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003388,C001117,6165,Mary Gardner,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003389,C001117,6165,Mary Gardner,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003390,C001118,11984,Richard Smith,Richard Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003391,C001118,11984,Richard Smith,Richard Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003392,C001118,11984,Richard Smith,Richard Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003393,C001119,6023,Shirley Webb,Shirley Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003394,C001119,6023,Shirley Webb,Shirley Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003395,C001119,6023,Shirley Webb,Shirley Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003396,C001119,6023,Shirley Webb,Shirley Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003397,C001120,11407,Steven Powers,Steven Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003398,C001120,11407,Steven Powers,Steven Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003399,C001120,11407,Steven Powers,Steven Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003400,C001120,11407,Steven Powers,Steven Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003401,C001121,10928,Sharon Smith,Sharon Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003402,C001121,10928,Sharon Smith,Sharon Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003403,C001121,10928,Sharon Smith,Sharon Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003404,C001121,10928,Sharon Smith,Sharon Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT003405,C001122,859,Dorothy Hawkins,Dorothy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT003406,C001122,859,Dorothy Hawkins,Dorothy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT003407,C001122,859,Dorothy Hawkins,Dorothy Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT003408,C001123,11584,Jeffrey Wilcox,Jeffrey Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
