customer_id,source_customer_id,customer_first_name,customer_last_name,customer_full_name,customer_email,customer_segment,customer_city,customer_state,customer_country,customer_street,customer_zipcode,latitude,longitude,primary_market,primary_region,total_orders,total_order_items,total_sales,total_profit,late_delivery_count,late_delivery_rate,avg_days_scheduled,avg_days_actual,avg_shipping_delay,top_category,top_product,first_order_date,last_order_date,support_ticket_count,open_support_ticket_count,critical_support_ticket_count,avg_ticket_satisfaction,review_count,last_review_decision,lifecycle_stage,churn_risk_reason,next_best_action,last_meaningful_touch_date,data_quality_flags,risk_score,risk_band,health_score,globe_x,globe_y,globe_z
C000751,2087,Mary,Burton,Mary Burton,XXXXXXXXX,Home Office,San Benito,TX,EE. UU.,9831 Sunny Cloud Valley,78586,26.140728,-97.66805267,Pacific Asia,Eastern Asia,8,22,5287.29,581.67,21,0.9545,2.27,3.86,1.59,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-05-02,2016-12-18,1,0,0,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2016-12-18,none,75,Critical,25,-0.955948,0.249625,0.154435
C000752,1627,Mary,Gonzales,Mary Gonzales,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,7320 Wishing Rise Mall ,725,18.24287796,-66.3705368,Pacific Asia,US Center ,9,26,5285.2,-437.41,17,0.6538,2.85,3.81,0.96,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-02-20,2017-09-18,1,0,1,5.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-18,none,51,Medium,49,0.600727,0.248624,-0.759812
C000753,5033,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Canton,MI,EE. UU.,7362 Jagged Cape,48187,42.34844208,-83.43744659,Europe,Northern Europe,11,30,5281.38,-1134.29,13,0.4333,2.53,2.8,0.27,Cleats,Perfect Fitness Perfect Rip Deck,2015-01-29,2017-02-14,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-02-14,none,32,Low,68,0.070307,0.247624,0.966302
C000754,11700,Ruth,Smith,Ruth Smith,XXXXXXXXX,Consumer,Goose Creek,SC,EE. UU.,4255 Dusty Gate Walk,29445,32.96281815,-80.01170349,Pacific Asia,Western Europe,6,24,5277.35,1101.08,16,0.6667,3.21,4.33,1.12,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-19,2017-09-03,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-03,none,52,Medium,48,-0.704755,0.246623,-0.665204
C000755,2833,Eric,Vega,Eric Vega,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,4377 Heather Canyon,725,18.20389748,-66.37054443,USCA,East of USA,10,25,5277.28,590.04,13,0.52,2.64,3.32,0.68,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-03-15,2017-07-07,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-07,none,40,Medium,60,0.969258,0.245623,0.01445
C000756,72,Frank,Gillespie,Frank Gillespie,XXXXXXXXX,Consumer,Vista,CA,EE. UU.,5332 Heather Hills Isle,92084,33.29120636,-117.268959,LATAM,Central America,6,21,5274.53,726.46,14,0.6667,3.14,3.9,0.76,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-03-29,2017-07-24,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-24,none,50,Medium,50,-0.72465,0.244622,0.644238
C000757,4700,Mary,Campbell,Mary Campbell,XXXXXXXXX,Corporate,Greeley,CO,EE. UU.,9695 Misty Court,80631,40.41231918,-104.6923523,Europe,Western Europe,7,24,5273.34,1071.68,16,0.6667,3.5,3.75,0.25,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-25,2017-08-14,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-14,none,48,Medium,52,0.099184,0.243622,-0.964785
C000758,502,Jennifer,May,Jennifer May,XXXXXXXXX,Home Office,South Richmond Hill,NY,EE. UU.,5161 Old Grove Common,11419,40.68925095,-74.0466919,LATAM,South America,9,29,5269.29,941.27,19,0.6552,2.31,3.07,0.76,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-08,2017-09-18,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-18,none,50,Medium,50,0.578718,0.242621,0.778602
C000759,11784,Mary,Cunningham,Mary Cunningham,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,8284 Clear Dell,725,18.26097107,-66.3706131,LATAM,Central America,11,32,5269.19,815.57,14,0.4375,3.38,3.19,-0.19,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-04-10,2017-05-27,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-05-27,none,31,Low,69,-0.952912,0.241621,-0.183246
C000760,8420,Gregory,Fitzpatrick,Gregory Fitzpatrick,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,1793 Tawny Limits,725,18.24473572,-66.37051392,Europe,Southern Europe,8,25,5264.43,772.58,21,0.84,3.28,4.72,1.44,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-06-04,2017-09-29,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-29,none,66,High,34,0.82664,0.24062,-0.508693
C000761,3501,Rachel,Davila,Rachel Davila,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,9627 Sleepy Bend,725,18.28172302,-66.37054443,LATAM,Central America,9,24,5264.24,699.08,15,0.625,2.88,3.25,0.38,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-03-03,2017-07-09,1,0,0,4.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-09,none,46,Medium,54,-0.265989,0.23962,0.93372
C000762,4969,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,6001 Middle Island,725,18.26919365,-66.37054443,Europe,Northern Europe,7,24,5261.46,863.0,16,0.6667,4.0,4.79,0.79,Cleats,Perfect Fitness Perfect Rip Deck,2015-06-20,2017-07-15,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-15,none,51,Medium,49,-0.434697,0.238619,-0.868389
C000763,847,Jerry,Ferguson,Jerry Ferguson,XXXXXXXXX,Consumer,San Diego,CA,EE. UU.,1691 Easy Spring Swale,92102,37.97107697,-121.7875137,LATAM,Central America,9,31,5260.31,632.02,26,0.8387,3.19,4.1,0.9,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-01-22,2017-07-04,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-04,none,63,High,37,0.907349,0.237619,0.346777
C000764,10572,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,6801 Burning Hickory Promenade,60625,41.95249176,-87.7964325,LATAM,Western Europe,6,23,5259.46,-599.32,11,0.4783,2.39,2.09,-0.3,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-03-02,2017-07-21,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-07-21,none,33,Low,67,-0.903523,0.236618,0.357293
C000765,8065,Margaret,Smith,Margaret Smith,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,4839 Lazy View,90032,34.0816536,-118.1783524,Europe,Southern Europe,7,27,5259.36,1435.58,15,0.5556,2.37,2.89,0.52,Cleats,Perfect Fitness Perfect Rip Deck,2015-05-08,2017-09-12,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-12,none,41,Medium,59,0.424988,0.235618,-0.873996
C000766,1106,Daniel,Smith,Daniel Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,3996 Misty Vale,725,18.2080822,-66.37052918,Europe,Western Europe,8,26,5259.28,506.52,12,0.4615,3.62,3.96,0.35,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-02,2017-07-26,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-26,none,34,Low,66,0.277072,0.234617,0.931765
C000767,373,George,Sandoval,George Sandoval,XXXXXXXXX,Consumer,Union City,NJ,EE. UU.,7487 Silver Square,7087,40.80119324,-74.48561096,USCA,Western Europe,7,25,5257.54,846.94,8,0.32,3.6,3.28,-0.32,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-09-04,2017-08-12,1,0,0,2.0,0,,Active,normal activity,Relationship check-in,2017-08-12,none,22,Low,78,-0.833909,0.233617,-0.500019
C000768,483,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Granada Hills,CA,EE. UU.,7176 Bright Timber Passage,91344,34.26103973,-118.5636902,Pacific Asia,Eastern Asia,8,29,5256.39,1029.63,12,0.4138,3.28,3.07,-0.21,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-05-19,2016-12-04,1,0,0,,0,,Active,normal activity,Relationship check-in,2016-12-04,none,29,Low,71,0.952891,0.232616,-0.194647
C000769,2824,Mary,Bray,Mary Bray,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,18 Jagged Willow Beach,725,18.23714256,-66.37059784,Europe,Central America,7,22,5254.41,1015.01,10,0.4545,2.95,2.95,0.0,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-02-15,2017-03-25,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-03-25,none,32,Low,68,-0.571291,0.231616,0.787389
C000770,6263,John,Smith,John Smith,XXXXXXXXX,Consumer,Roswell,GA,EE. UU.,3977 Broad Freeway,30075,34.0256691,-84.35742188,Europe,South America,6,23,5254.36,-910.48,13,0.5652,2.96,4.39,1.43,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-08-19,2017-02-21,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-02-21,none,47,Medium,53,-0.110649,0.230615,-0.966733
C000771,11313,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,8548 Sunny Ramp,725,18.21837044,-66.3705368,Pacific Asia,Southeast Asia,9,26,5254.22,1328.97,21,0.8077,3.23,4.73,1.5,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-06-17,2017-08-07,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-07,none,64,High,36,0.734787,0.229615,0.638252
C000772,40,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Long Beach,CA,EE. UU.,7358 Rocky Villas,90805,33.56687927,-117.7633209,Pacific Asia,South Asia,7,18,5253.62,507.91,16,0.8889,2.61,3.78,1.17,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-11-19,2017-09-02,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-02,none,68,High,32,-0.973177,0.228614,0.02572
C000773,10521,Mary,Wood,Mary Wood,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,9366 Silent Nectar Highway,725,18.29423142,-66.37062836,LATAM,Caribbean,8,23,5249.52,693.85,10,0.4348,3.17,3.43,0.26,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-10-10,2017-05-15,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-05-15,none,32,Low,68,0.700386,0.227614,-0.6765
C000774,9785,Barbara,Barnes,Barbara Barnes,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,5293 Emerald Concession,725,18.20022965,-66.37049866,LATAM,Central America,9,25,5249.35,-169.72,6,0.24,3.4,3.24,-0.16,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-01-04,2017-06-23,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-06-23,none,17,Low,83,-0.059488,0.226613,0.972166
C000775,6281,Eugene,Calderon,Eugene Calderon,XXXXXXXXX,Consumer,Lancaster,SC,EE. UU.,6340 Crystal Mountain,29720,34.72217178,-80.76907349,USCA,West of USA ,8,29,5249.28,1083.12,17,0.5862,3.07,3.0,-0.07,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-15,2017-08-27,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-27,none,41,Medium,59,-0.612971,0.225613,-0.757209
C000776,8587,James,Roy,James Roy,XXXXXXXXX,Consumer,San Juan,PR,Puerto Rico,2845 Misty Mountain Freeway,921,36.85575485,-121.6410446,LATAM,Central America,8,23,5245.54,886.84,17,0.7391,2.83,3.43,0.61,Water Sports,Pelican Sunstream 100 Kayak,2015-02-17,2016-11-28,1,0,1,2.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2016-11-28,none,55,High,45,0.963702,0.224612,0.144321
C000777,3336,Sandra,Hunter,Sandra Hunter,XXXXXXXXX,Consumer,Brooklyn,NY,EE. UU.,6350 Lost Hollow,11209,40.61923981,-74.03337097,USCA,East of USA,6,24,5244.35,683.01,11,0.4583,3.67,3.67,0.0,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-07-29,2017-09-18,1,0,1,3.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-18,none,32,Low,68,-0.808282,0.223612,0.544682
C000778,12341,Roy,Fields,Roy Fields,XXXXXXXXX,Corporate,Norcross,GA,EE. UU.,5824 Bright Key,30093,33.89028168,-84.19355774,Europe,Northern Europe,10,26,5242.36,703.33,20,0.7692,3.04,4.38,1.35,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-01-08,2017-09-10,1,0,1,2.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-10,none,61,High,39,0.228128,0.222611,-0.947841
C000779,4258,Charles,Rogers,Charles Rogers,XXXXXXXXX,Corporate,San Diego,CA,EE. UU.,2650 Rocky Stead,92126,32.76002502,-117.2483826,Europe,Southern Europe,5,17,5241.7,1401.08,4,0.2353,3.41,2.88,-0.53,Cleats,Perfect Fitness Perfect Rip Deck,2015-08-10,2017-09-30,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-09-30,none,16,Low,84,0.472153,0.221611,0.853206
C000780,9341,Karen,Collins,Karen Collins,XXXXXXXXX,Consumer,Chicago,IL,EE. UU.,6163 Lazy Pointe,60613,41.95449448,-87.65029144,Europe,Central America,7,25,5239.55,-1084.77,12,0.48,3.52,3.72,0.2,Cleats,Perfect Fitness Perfect Rip Deck,2015-05-09,2017-08-24,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-24,none,35,Medium,65,-0.924698,0.22061,-0.310265
C000781,4991,Mary,Krause,Mary Krause,XXXXXXXXX,Corporate,Greensboro,NC,EE. UU.,3858 Foggy Autumn Freeway,27406,36.05080414,-79.79826355,Europe,Western Europe,8,26,5239.52,319.69,18,0.6923,2.92,3.73,0.81,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-03-13,2017-09-09,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-09,none,52,Medium,48,0.891631,0.21961,-0.395937
C000782,9671,Jennifer,Smith,Jennifer Smith,XXXXXXXXX,Consumer,Lompoc,CA,EE. UU.,1761 Sleepy River Canyon,93436,34.64638138,-120.4619675,Europe,Western Europe,7,19,5239.5,-35.0,7,0.3684,2.79,2.79,0.0,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-03-03,2017-09-09,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-09-09,none,26,Low,74,-0.390099,0.218609,0.894445
C000783,7790,Edward,Castaneda,Edward Castaneda,XXXXXXXXX,Corporate,Fullerton,CA,EE. UU.,3100 Velvet Fox Field,92833,33.86329651,-117.9716263,Europe,Central America,7,28,5239.46,-306.13,19,0.6786,3.29,4.54,1.25,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-01-02,2017-06-24,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-06-24,none,54,Medium,46,-0.316615,0.217609,-0.923256
C000784,4557,David,Sutton,David Sutton,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,5517 Harvest Centre,725,18.2580719,-66.37055206,Europe,Caribbean,6,25,5239.41,961.2,16,0.64,3.12,4.08,0.96,Water Sports,Pelican Sunstream 100 Kayak,2015-06-15,2017-04-22,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-04-22,none,50,Medium,50,0.857308,0.216608,0.467017
C000785,12013,Katherine,Kramer,Katherine Kramer,XXXXXXXXX,Consumer,Daly City,CA,EE. UU.,1546 Hidden Embers Way,94015,37.69598389,-122.4800415,USCA,West of USA ,7,26,5239.25,87.71,16,0.6154,1.88,3.31,1.42,Cleats,Perfect Fitness Perfect Rip Deck,2015-03-06,2017-01-31,1,0,1,3.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-01-31,none,50,Medium,50,-0.947832,0.215608,0.234793
C000786,9459,Stephen,Bond,Stephen Bond,XXXXXXXXX,Consumer,San Francisco,CA,EE. UU.,9077 Honey Route,94109,37.80408478,-122.4188538,Pacific Asia,Southeast Asia,10,30,5238.43,826.82,16,0.5333,3.33,3.73,0.4,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-01-24,2017-02-13,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-02-13,none,39,Medium,61,0.540424,0.214607,-0.813564
C000787,6229,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Richmond,IN,EE. UU.,8341 Stony Avenue,47374,39.94900513,-84.83090973,LATAM,East of USA,12,28,5235.31,-143.91,20,0.7143,2.46,3.46,1.0,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-08-10,2017-05-31,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-05-31,none,55,High,45,0.151097,0.213607,0.965164
C000788,3020,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,6270 Broad Downs,725,18.27264023,-66.37049866,LATAM,Central America,6,22,5234.51,-1286.69,16,0.7273,2.55,3.32,0.77,Cleats,Perfect Fitness Perfect Rip Deck,2015-01-05,2017-05-03,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-05-03,none,55,High,45,-0.763544,0.212606,-0.609754
C000789,7988,Mary,Rice,Mary Rice,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,2797 Golden Ramp,725,18.26502037,-66.37055969,Europe,East of USA,7,24,5234.42,157.57,16,0.6667,3.33,3.83,0.5,Cleats,Perfect Fitness Perfect Rip Deck,2015-10-10,2017-04-18,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-04-18,none,49,Medium,51,0.975113,0.211606,-0.066168
C000790,12432,Angela,Smith,Angela Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,1525 Jagged Barn Highlands,725,18.20589638,-66.37057495,LATAM,South America,9,24,5234.2,742.81,14,0.5833,3.33,3.67,0.33,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-09-19,2017-05-06,1,0,0,3.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-05-06,none,42,Medium,58,-0.674471,0.210605,0.707625
C000791,4595,Christian,Smith,Christian Smith,XXXXXXXXX,Home Office,San Diego,CA,EE. UU.,6296 Misty Zephyr Villas,92105,32.74953461,-117.1046524,Pacific Asia,West Asia,8,23,5229.54,-111.75,4,0.1739,3.43,3.0,-0.43,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-12-17,2017-03-17,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-03-17,none,12,Low,88,0.019344,0.209605,-0.977595
C000792,12347,Ralph,Preston,Ralph Preston,XXXXXXXXX,Home Office,Daly City,CA,EE. UU.,7239 Emerald Bluff Downs,94014,37.69309616,-122.4649353,LATAM,Central America,7,24,5229.4,1471.62,13,0.5417,2.54,3.33,0.79,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-03-08,2017-09-04,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-04,none,42,Medium,58,0.646233,0.208604,0.734075
C000793,569,Mary,Frye,Mary Frye,XXXXXXXXX,Consumer,Meridian,ID,EE. UU.,4834 Easy Terrace,83642,43.56052399,-116.3960342,Pacific Asia,Southeast Asia,13,29,5229.26,660.01,11,0.3793,2.1,2.45,0.34,Cleats,Perfect Fitness Perfect Rip Deck,2015-09-13,2017-09-17,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-09-17,none,28,Low,72,-0.972585,0.207604,-0.104783
C000794,4582,Brian,House,Brian House,XXXXXXXXX,Consumer,Anaheim,CA,EE. UU.,5344 Wishing Acres,92801,33.84394455,-117.9417572,LATAM,Central America,10,35,5226.14,1169.21,21,0.6,2.94,3.46,0.51,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-02-11,2017-04-29,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-04-29,none,45,Medium,55,0.788104,0.206603,-0.579833
C000795,9819,Crystal,Smith,Crystal Smith,XXXXXXXXX,Consumer,Stockton,CA,EE. UU.,4925 Heather Hickory Way,95206,37.87754822,-121.3725586,Pacific Asia,Oceania,9,30,5225.5,1053.57,20,0.6667,2.93,4.1,1.17,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-02-21,2017-04-05,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-04-05,none,52,Medium,48,-0.189492,0.205603,0.960115
C000796,771,Patricia,Smith,Patricia Smith,XXXXXXXXX,Consumer,Pawtucket,RI,EE. UU.,9986 Old Common,2860,41.77356339,-71.36444092,Pacific Asia,Central America,8,24,5224.33,35.37,11,0.4583,3.17,3.88,0.71,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-08-04,2017-05-15,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-05-15,none,36,Medium,64,-0.508931,0.204602,-0.836138
C000797,5672,Mary,Smith,Mary Smith,XXXXXXXXX,Home Office,Chandler,AZ,EE. UU.,3663 Umber Cloud Arbor,85225,33.30541992,-111.9054337,Pacific Asia,Northern Europe,9,29,5224.29,-138.97,17,0.5862,3.52,3.83,0.31,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-07-12,2017-06-16,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-06-16,none,43,Medium,57,0.940274,0.203602,0.272822
C000798,3229,Teresa,Smith,Teresa Smith,XXXXXXXXX,Home Office,Van Nuys,CA,EE. UU.,1771 Green Way,91406,37.56495667,-122.2967758,Europe,Western Europe,8,28,5223.46,462.66,11,0.3929,2.68,2.75,0.07,Cleats,Perfect Fitness Perfect Rip Deck,2015-03-05,2016-12-05,1,1,0,,0,,Active,normal activity,Relationship check-in,2016-12-05,none,28,Low,72,-0.877803,0.202601,0.434067
C000799,4376,Scott,Smith,Scott Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,8284 Colonial Gate Path,725,18.24678803,-66.3706131,Europe,Western Europe,8,28,5219.45,566.17,15,0.5357,3.04,3.61,0.57,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-05-15,2017-08-12,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-12,none,40,Medium,60,0.354131,0.201601,-0.913208
C000800,12210,Mary,Smith,Mary Smith,XXXXXXXXX,Home Office,Elgin,IL,EE. UU.,7000 Merry Nectar Parkway,60120,41.97670364,-88.26086426,USCA,South of  USA ,7,27,5219.38,-127.49,18,0.6667,2.81,3.93,1.11,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-05-02,2017-07-18,1,0,1,1.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-07-18,none,52,Medium,48,0.355812,0.2006,0.912774
C000801,10992,Barbara,Duran,Barbara Duran,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,9667 Cinder Bend,725,18.20524597,-66.37050629,USCA,Western Europe,9,28,5218.38,488.24,12,0.4286,3.14,3.57,0.43,Cleats,Perfect Fitness Perfect Rip Deck,2015-06-01,2017-06-23,1,0,0,5.0,0,,Active,normal activity,Relationship check-in,2017-06-23,none,32,Low,68,-0.879118,0.1996,-0.432794
C000802,10803,Laura,Carey,Laura Carey,XXXXXXXXX,Home Office,San Juan,PR,Puerto Rico,3202 Lazy Maze,921,26.22724915,-98.14912415,USCA,Central America,6,21,5214.54,671.11,12,0.5714,3.81,4.62,0.81,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2016-01-18,2017-07-29,1,0,0,5.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-29,none,44,Medium,56,0.940778,0.198599,-0.274764
C000803,7298,Mary,Barnes,Mary Barnes,XXXXXXXXX,Consumer,Oak Lawn,IL,EE. UU.,937 Thunder Carrefour,60453,41.58201981,-88.91252899,LATAM,Central America,6,25,5214.48,606.46,12,0.48,2.72,2.88,0.16,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-04-09,2017-09-09,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-09,none,34,Low,66,-0.508205,0.197599,0.838262
C000804,10278,Mary,Farrell,Mary Farrell,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,3445 Burning Freeway,90011,34.02759934,-118.2654419,Europe,Western Europe,6,23,5213.47,472.58,7,0.3043,3.48,3.3,-0.17,Cleats,Perfect Fitness Perfect Rip Deck,2016-01-14,2017-09-10,1,0,1,1.0,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-10,none,21,Low,79,-0.191543,0.196598,-0.961593
C000805,8697,Gerald,Smith,Gerald Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,720 Cozy Street,725,18.28779411,-66.37049866,Europe,Northern Europe,7,27,5211.31,959.38,14,0.5185,3.19,3.89,0.7,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2015-04-05,2016-01-10,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2016-01-10,none,40,Medium,60,0.790945,0.195598,0.579782
C000806,9248,Mary,Luna,Mary Luna,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,340 Velvet Barn Gate,725,18.22028542,-66.37062836,Pacific Asia,West Asia,6,22,5209.6,458.04,9,0.4091,3.45,3.45,0.0,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-07-14,2017-01-03,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-01-03,none,29,Low,71,-0.975053,0.194597,0.106785
C000807,9898,Mary,Moon,Mary Moon,XXXXXXXXX,Corporate,Pasadena,MD,EE. UU.,2488 Dusty By-pass,21122,39.12866974,-76.54676819,LATAM,Central America,7,23,5209.48,1091.31,10,0.4348,3.22,3.65,0.43,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-02-22,2017-03-19,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-03-19,none,33,Low,67,0.646972,0.193597,-0.737528
C000808,5907,Mary,Proctor,Mary Proctor,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,9483 Old Bank,725,18.22173882,-66.37062836,Europe,West of USA ,7,22,5209.33,528.13,6,0.2727,3.55,4.36,0.82,Cleats,Perfect Fitness Perfect Rip Deck,2015-03-07,2017-03-13,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-03-13,none,23,Low,77,0.02114,0.192596,0.98105
