outcome_id,review_id,customer_id,source_customer_id,customer_full_name,outcome_date,outcome_status,outcome_type,follow_up_required
OUT001312,R10312,C001009,10567,Diana Smith,2026-05-07,In Progress,Executive escalation,True
OUT001313,R10313,C001009,10567,Diana Smith,2026-05-08,In Progress,Executive escalation,True
OUT001314,R10314,C001009,10567,Diana Smith,,Pending,Executive escalation,True
OUT001315,R10315,C001012,6573,Joseph Noble,,Pending,Executive escalation,True
OUT001316,R10316,C001012,6573,Joseph Noble,2026-05-08,In Progress,Executive escalation,True
OUT001317,R10317,C001012,6573,Joseph Noble,2026-05-09,In Progress,Executive escalation,True
OUT001318,R10318,C001014,10348,Alice Barnes,,Pending,Executive escalation,True
OUT001319,R10319,C001014,10348,Alice Barnes,2026-05-08,In Progress,Executive escalation,True
OUT001320,R10320,C001014,10348,Alice Barnes,2026-05-09,In Progress,Executive escalation,True
OUT001321,R10321,C001016,4967,Mary Maldonado,2026-05-08,Completed,Service recovery plan,False
OUT001322,R10322,C001017,1365,Evelyn Smith,2026-05-08,Completed,Service recovery plan,False
OUT001323,R10323,C001019,10934,Tiffany Walker,,Pending,Executive escalation,True
OUT001324,R10324,C001019,10934,Tiffany Walker,2026-05-08,In Progress,Executive escalation,True
OUT001325,R10325,C001019,10934,Tiffany Walker,2026-05-09,In Progress,Executive escalation,True
OUT001326,R10326,C001020,11058,Charles Wright,2026-05-08,In Progress,Executive escalation,True
OUT001327,R10327,C001020,11058,Charles Wright,2026-05-08,In Progress,Executive escalation,True
OUT001328,R10328,C001020,11058,Charles Wright,2026-05-09,In Progress,Executive escalation,True
OUT001329,R10329,C001021,10545,Kenneth Smith,2026-05-08,Completed,Service recovery plan,False
OUT001330,R10330,C001022,907,Samantha Kline,,Pending,Service recovery plan,True
OUT001331,R10331,C001025,9356,Nancy Johnson,2026-05-08,In Progress,Executive escalation,True
OUT001332,R10332,C001025,9356,Nancy Johnson,2026-05-08,In Progress,Executive escalation,True
OUT001333,R10333,C001025,9356,Nancy Johnson,2026-05-09,In Progress,Executive escalation,True
OUT001334,R10334,C001026,4278,Andrew Smith,2026-05-08,Completed,Service recovery plan,False
OUT001335,R10335,C001027,7005,James Carpenter,2026-05-08,In Progress,Executive escalation,True
OUT001336,R10336,C001027,7005,James Carpenter,2026-05-08,In Progress,Executive escalation,True
OUT001337,R10337,C001027,7005,James Carpenter,,Pending,Executive escalation,True
OUT001338,R10338,C001028,10891,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001339,R10339,C001029,7980,Jennifer Ortiz,2026-05-08,In Progress,Executive escalation,True
OUT001340,R10340,C001029,7980,Jennifer Ortiz,2026-05-08,In Progress,Executive escalation,True
OUT001341,R10341,C001029,7980,Jennifer Ortiz,,Pending,Executive escalation,True
OUT001342,R10342,C001030,1990,Kathryn Smith,2026-05-07,In Progress,Executive escalation,True
OUT001343,R10343,C001030,1990,Kathryn Smith,2026-05-08,In Progress,Executive escalation,True
OUT001344,R10344,C001030,1990,Kathryn Smith,2026-05-09,In Progress,Executive escalation,True
OUT001345,R10345,C001031,6405,Mary Anderson,2026-05-07,In Progress,Executive escalation,True
OUT001346,R10346,C001031,6405,Mary Anderson,2026-05-08,In Progress,Executive escalation,True
OUT001347,R10347,C001031,6405,Mary Anderson,2026-05-09,In Progress,Executive escalation,True
OUT001348,R10348,C001032,9990,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001349,R10349,C001033,3033,Kevin Larsen,2026-05-07,Completed,Service recovery plan,False
OUT001350,R10350,C001034,326,Shirley Stafford,,Pending,Executive escalation,True
OUT001351,R10351,C001034,326,Shirley Stafford,2026-05-08,In Progress,Executive escalation,True
OUT001352,R10352,C001034,326,Shirley Stafford,2026-05-09,In Progress,Executive escalation,True
OUT001353,R10353,C001035,586,Patricia Jefferson,2026-05-07,Completed,Service recovery plan,False
OUT001354,R10354,C001036,10765,Mary Byrd,2026-05-08,In Progress,Executive escalation,True
OUT001355,R10355,C001036,10765,Mary Byrd,2026-05-08,In Progress,Executive escalation,True
OUT001356,R10356,C001036,10765,Mary Byrd,,Pending,Executive escalation,True
OUT001357,R10357,C001037,254,Diana Hale,2026-05-08,Completed,Service recovery plan,False
OUT001358,R10358,C001038,9607,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001359,R10359,C001039,12384,Raymond Berry,2026-05-07,Completed,Service recovery plan,False
OUT001360,R10360,C001040,1624,Walter Huerta,,Pending,Executive escalation,True
OUT001361,R10361,C001040,1624,Walter Huerta,2026-05-08,In Progress,Executive escalation,True
OUT001362,R10362,C001040,1624,Walter Huerta,2026-05-09,In Progress,Executive escalation,True
OUT001363,R10363,C001041,7974,Mary Shaw,2026-05-07,In Progress,Executive escalation,True
OUT001364,R10364,C001041,7974,Mary Shaw,,Pending,Executive escalation,True
OUT001365,R10365,C001041,7974,Mary Shaw,2026-05-09,In Progress,Executive escalation,True
OUT001366,R10366,C001042,5878,Sharon Smith,2026-05-07,Completed,Service recovery plan,False
OUT001367,R10367,C001043,3580,Jessica Larson,2026-05-07,Completed,Service recovery plan,False
OUT001368,R10368,C001044,3167,Janice Ward,,Pending,Executive escalation,True
OUT001369,R10369,C001044,3167,Janice Ward,,Pending,Executive escalation,True
OUT001370,R10370,C001044,3167,Janice Ward,2026-05-09,In Progress,Executive escalation,True
OUT001371,R10371,C001045,9879,Linda Ibarra,,Pending,Executive escalation,True
OUT001372,R10372,C001045,9879,Linda Ibarra,2026-05-08,In Progress,Executive escalation,True
OUT001373,R10373,C001045,9879,Linda Ibarra,2026-05-09,In Progress,Executive escalation,True
OUT001374,R10374,C001046,9721,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT001375,R10375,C001046,9721,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT001376,R10376,C001046,9721,Mary Smith,,Pending,Executive escalation,True
OUT001377,R10377,C001047,2334,Mary Morgan,2026-05-07,Completed,Service recovery plan,False
OUT001378,R10378,C001048,10269,Mary Flowers,2026-05-07,In Progress,Executive escalation,True
OUT001379,R10379,C001048,10269,Mary Flowers,2026-05-08,In Progress,Executive escalation,True
OUT001380,R10380,C001048,10269,Mary Flowers,2026-05-09,In Progress,Executive escalation,True
OUT001381,R10381,C001049,434,Michael Torres,2026-05-07,In Progress,Executive escalation,True
OUT001382,R10382,C001049,434,Michael Torres,,Pending,Executive escalation,True
OUT001383,R10383,C001049,434,Michael Torres,2026-05-09,In Progress,Executive escalation,True
OUT001384,R10384,C001050,4276,Jacqueline Page,2026-05-08,Completed,Service recovery plan,False
OUT001385,R10385,C001051,10170,Mary Tyler,2026-05-07,Completed,Service recovery plan,False
OUT001386,R10386,C001053,11677,Christine Smith,,Pending,Service recovery plan,True
OUT001387,R10387,C001054,3918,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT001388,R10388,C001055,7757,Donna Davis,2026-05-08,Completed,Service recovery plan,False
OUT001389,R10389,C001056,3678,Alice Castro,2026-05-08,In Progress,Executive escalation,True
OUT001390,R10390,C001056,3678,Alice Castro,,Pending,Executive escalation,True
OUT001391,R10391,C001056,3678,Alice Castro,2026-05-09,In Progress,Executive escalation,True
OUT001392,R10392,C001057,11306,Gerald Beasley,2026-05-07,Completed,Service recovery plan,False
OUT001393,R10393,C001058,7771,Janice Jackson,,Pending,Service recovery plan,True
OUT001394,R10394,C001060,5024,Thomas Klein,,Pending,Service recovery plan,True
OUT001395,R10395,C001061,1576,Dorothy Melton,2026-05-08,Completed,Service recovery plan,False
OUT001396,R10396,C001062,4861,Rebecca Smith,,Pending,Service recovery plan,True
OUT001397,R10397,C001063,8233,Mary Hanna,2026-05-08,Completed,Service recovery plan,False
OUT001398,R10398,C001064,11077,Andrew Smith,2026-05-07,Completed,Service recovery plan,False
OUT001399,R10399,C001065,5548,Michael Crawford,2026-05-07,Completed,Service recovery plan,False
OUT001400,R10400,C001066,647,Mary Rios,2026-05-08,Completed,Service recovery plan,False
OUT001401,R10401,C001067,6759,Matthew Smith,2026-05-07,Completed,Service recovery plan,False
OUT001402,R10402,C001068,9197,Mary Sutton,,Pending,Service recovery plan,True
OUT001403,R10403,C001070,4916,Larry Smith,2026-05-08,In Progress,Executive escalation,True
OUT001404,R10404,C001070,4916,Larry Smith,2026-05-08,In Progress,Executive escalation,True
OUT001405,R10405,C001070,4916,Larry Smith,,Pending,Executive escalation,True
OUT001406,R10406,C001071,8365,Matthew Norman,2026-05-08,In Progress,Executive escalation,True
OUT001407,R10407,C001071,8365,Matthew Norman,2026-05-08,In Progress,Executive escalation,True
OUT001408,R10408,C001071,8365,Matthew Norman,,Pending,Executive escalation,True
OUT001409,R10409,C001073,9726,Steven Smith,2026-05-08,Completed,Service recovery plan,False
OUT001410,R10410,C001074,9074,Margaret Smith,2026-05-08,Completed,Service recovery plan,False
OUT001411,R10411,C001075,6571,Brenda Gonzalez,2026-05-07,Completed,Service recovery plan,False
OUT001412,R10412,C001076,6746,Anthony Sanchez,2026-05-08,In Progress,Executive escalation,True
OUT001413,R10413,C001076,6746,Anthony Sanchez,2026-05-08,In Progress,Executive escalation,True
OUT001414,R10414,C001076,6746,Anthony Sanchez,2026-05-09,In Progress,Executive escalation,True
OUT001415,R10415,C001077,5660,Mary Maldonado,,Pending,Service recovery plan,True
OUT001416,R10416,C001078,4265,Debra Smith,2026-05-08,Completed,Service recovery plan,False
OUT001417,R10417,C001079,4190,Mary Martinez,2026-05-07,Completed,Service recovery plan,False
OUT001418,R10418,C001082,1466,Stephen Cole,2026-05-08,Completed,Service recovery plan,False
OUT001419,R10419,C001085,3468,Mary Romero,2026-05-07,Completed,Service recovery plan,False
OUT001420,R10420,C001086,4929,Janet Harvey,2026-05-07,Completed,Service recovery plan,False
OUT001421,R10421,C001087,376,Grace Sanchez,2026-05-07,Completed,Service recovery plan,False
OUT001422,R10422,C001090,8754,Paul Sanchez,2026-05-07,Completed,Service recovery plan,False
OUT001423,R10423,C001091,4422,Mary Schwartz,2026-05-08,Completed,Service recovery plan,False
OUT001424,R10424,C001092,12117,Helen Smith,2026-05-07,Completed,Service recovery plan,False
OUT001425,R10425,C001093,10617,Ruth Smith,2026-05-07,In Progress,Executive escalation,True
OUT001426,R10426,C001093,10617,Ruth Smith,2026-05-08,In Progress,Executive escalation,True
OUT001427,R10427,C001093,10617,Ruth Smith,,Pending,Executive escalation,True
OUT001428,R10428,C001095,11115,Michelle Smith,,Pending,Executive escalation,True
OUT001429,R10429,C001095,11115,Michelle Smith,2026-05-08,In Progress,Executive escalation,True
OUT001430,R10430,C001095,11115,Michelle Smith,2026-05-09,In Progress,Executive escalation,True
OUT001431,R10431,C001096,1997,Amy Callahan,2026-05-08,Completed,Service recovery plan,False
OUT001432,R10432,C001097,2610,Virginia Johnson,2026-05-08,In Progress,Executive escalation,True
OUT001433,R10433,C001097,2610,Virginia Johnson,,Pending,Executive escalation,True
OUT001434,R10434,C001097,2610,Virginia Johnson,,Pending,Executive escalation,True
OUT001435,R10435,C001098,4707,Victoria Smith,2026-05-07,Completed,Service recovery plan,False
OUT001436,R10436,C001100,10273,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT001437,R10437,C001101,2157,Danielle Holt,2026-05-08,In Progress,Executive escalation,True
OUT001438,R10438,C001101,2157,Danielle Holt,2026-05-08,In Progress,Executive escalation,True
OUT001439,R10439,C001101,2157,Danielle Holt,2026-05-09,In Progress,Executive escalation,True
OUT001440,R10440,C001102,2830,Maria Baker,2026-05-08,Completed,Service recovery plan,False
OUT001441,R10441,C001103,10687,George Weeks,2026-05-08,Completed,Service recovery plan,False
OUT001442,R10442,C001104,9887,Margaret Valenzuela,,Pending,Service recovery plan,True
OUT001443,R10443,C001107,12382,Jennifer Smith,,Pending,Service recovery plan,True
OUT001444,R10444,C001108,7143,Mary Burnett,,Pending,Service recovery plan,True
OUT001445,R10445,C001110,4109,Scott Shaffer,,Pending,Service recovery plan,True
OUT001446,R10446,C001111,5198,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001447,R10447,C001113,9581,Deborah Smith,2026-05-07,In Progress,Executive escalation,True
OUT001448,R10448,C001113,9581,Deborah Smith,2026-05-08,In Progress,Executive escalation,True
OUT001449,R10449,C001113,9581,Deborah Smith,2026-05-09,In Progress,Executive escalation,True
OUT001450,R10450,C001115,11235,Judy Church,2026-05-08,Completed,Service recovery plan,False
OUT001451,R10451,C001116,8300,Mary Reynolds,2026-05-07,Completed,Service recovery plan,False
OUT001452,R10452,C001117,6165,Mary Gardner,2026-05-07,In Progress,Executive escalation,True
OUT001453,R10453,C001117,6165,Mary Gardner,2026-05-08,In Progress,Executive escalation,True
OUT001454,R10454,C001117,6165,Mary Gardner,2026-05-09,In Progress,Executive escalation,True
OUT001455,R10455,C001118,11984,Richard Smith,2026-05-08,Completed,Service recovery plan,False
OUT001456,R10456,C001119,6023,Shirley Webb,,Pending,Executive escalation,True
OUT001457,R10457,C001119,6023,Shirley Webb,2026-05-08,In Progress,Executive escalation,True
OUT001458,R10458,C001119,6023,Shirley Webb,2026-05-09,In Progress,Executive escalation,True
OUT001459,R10459,C001120,11407,Steven Powers,2026-05-08,In Progress,Executive escalation,True
OUT001460,R10460,C001120,11407,Steven Powers,2026-05-08,In Progress,Executive escalation,True
OUT001461,R10461,C001120,11407,Steven Powers,2026-05-09,In Progress,Executive escalation,True
OUT001462,R10462,C001121,10928,Sharon Smith,2026-05-07,In Progress,Executive escalation,True
OUT001463,R10463,C001121,10928,Sharon Smith,,Pending,Executive escalation,True
OUT001464,R10464,C001121,10928,Sharon Smith,2026-05-09,In Progress,Executive escalation,True
OUT001465,R10465,C001122,859,Dorothy Hawkins,2026-05-07,Completed,Service recovery plan,False
OUT001466,R10466,C001125,4815,Jerry Smith,2026-05-08,In Progress,Executive escalation,True
OUT001467,R10467,C001125,4815,Jerry Smith,2026-05-08,In Progress,Executive escalation,True
OUT001468,R10468,C001125,4815,Jerry Smith,2026-05-09,In Progress,Executive escalation,True
OUT001469,R10469,C001126,5594,Mary Davidson,2026-05-07,Completed,Service recovery plan,False
OUT001470,R10470,C001128,3509,Mary Perry,,Pending,Service recovery plan,True
OUT001471,R10471,C001129,11765,Steven Smith,2026-05-08,Completed,Service recovery plan,False
OUT001472,R10472,C001130,5671,Jacqueline Lam,,Pending,Service recovery plan,True
OUT001473,R10473,C001132,4432,Kenneth Gillespie,,Pending,Service recovery plan,True
OUT001474,R10474,C001133,9162,Christina Carter,2026-05-07,Completed,Service recovery plan,False
OUT001475,R10475,C001136,9632,Mary Tate,2026-05-08,Completed,Service recovery plan,False
OUT001476,R10476,C001137,10514,Mary Page,2026-05-07,Completed,Service recovery plan,False
OUT001477,R10477,C001138,2298,Elizabeth Smith,2026-05-07,Completed,Service recovery plan,False
OUT001478,R10478,C001139,12132,Mary Larson,2026-05-07,In Progress,Executive escalation,True
OUT001479,R10479,C001139,12132,Mary Larson,2026-05-08,In Progress,Executive escalation,True
OUT001480,R10480,C001139,12132,Mary Larson,2026-05-09,In Progress,Executive escalation,True
OUT001481,R10481,C001144,2169,Betty Ayala,2026-05-08,Completed,Service recovery plan,False
OUT001482,R10482,C001145,9639,Mary Smith,,Pending,Executive escalation,True
OUT001483,R10483,C001145,9639,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT001484,R10484,C001145,9639,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT001485,R10485,C001149,956,Karen Smith,2026-05-08,In Progress,Executive escalation,True
OUT001486,R10486,C001149,956,Karen Smith,,Pending,Executive escalation,True
OUT001487,R10487,C001149,956,Karen Smith,2026-05-09,In Progress,Executive escalation,True
OUT001488,R10488,C001150,7975,Eugene Davila,2026-05-08,In Progress,Executive escalation,True
OUT001489,R10489,C001150,7975,Eugene Davila,2026-05-08,In Progress,Executive escalation,True
OUT001490,R10490,C001150,7975,Eugene Davila,2026-05-09,In Progress,Executive escalation,True
OUT001491,R10491,C001151,1255,Richard Goodman,,Pending,Service recovery plan,True
OUT001492,R10492,C001152,5388,David Ashley,2026-05-08,Completed,Service recovery plan,False
OUT001493,R10493,C001153,5564,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT001494,R10494,C001154,3926,Ann Allison,2026-05-08,Completed,Service recovery plan,False
OUT001495,R10495,C001155,8808,Kenneth Smith,2026-05-08,In Progress,Executive escalation,True
OUT001496,R10496,C001155,8808,Kenneth Smith,2026-05-08,In Progress,Executive escalation,True
OUT001497,R10497,C001155,8808,Kenneth Smith,2026-05-09,In Progress,Executive escalation,True
OUT001498,R10498,C001156,1058,Martha Smith,2026-05-08,Completed,Service recovery plan,False
OUT001499,R10499,C001157,436,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT001500,R10500,C001157,436,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT001501,R10501,C001157,436,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT001502,R10502,C001159,10796,Debra Hardy,2026-05-08,Completed,Service recovery plan,False
OUT001503,R10503,C001160,5775,Joyce Garcia,2026-05-08,Completed,Service recovery plan,False
OUT001504,R10504,C001161,4025,Janet Schmidt,2026-05-08,Completed,Service recovery plan,False
OUT001505,R10505,C001162,6109,Zachary Tate,2026-05-07,Completed,Service recovery plan,False
OUT001506,R10506,C001163,9554,Mary Hayes,2026-05-08,Completed,Service recovery plan,False
OUT001507,R10507,C001165,5147,Mary Hurst,2026-05-07,In Progress,Executive escalation,True
OUT001508,R10508,C001165,5147,Mary Hurst,2026-05-08,In Progress,Executive escalation,True
OUT001509,R10509,C001165,5147,Mary Hurst,2026-05-09,In Progress,Executive escalation,True
OUT001510,R10510,C001166,10552,Mary Finley,2026-05-08,Completed,Service recovery plan,False
OUT001511,R10511,C001167,6854,Mary Wade,,Pending,Service recovery plan,True
OUT001512,R10512,C001168,11512,Mary Randall,,Pending,Executive escalation,True
OUT001513,R10513,C001168,11512,Mary Randall,2026-05-08,In Progress,Executive escalation,True
OUT001514,R10514,C001168,11512,Mary Randall,2026-05-09,In Progress,Executive escalation,True
OUT001515,R10515,C001169,1843,Frank Garcia,2026-05-07,In Progress,Executive escalation,True
OUT001516,R10516,C001169,1843,Frank Garcia,2026-05-08,In Progress,Executive escalation,True
OUT001517,R10517,C001169,1843,Frank Garcia,,Pending,Executive escalation,True
OUT001518,R10518,C001170,7910,Mary Camacho,2026-05-08,Completed,Service recovery plan,False
OUT001519,R10519,C001171,7716,David Middleton,,Pending,Service recovery plan,True
OUT001520,R10520,C001172,7593,Roger Bowman,,Pending,Service recovery plan,True
OUT001521,R10521,C001174,10685,Amy Walker,2026-05-07,Completed,Service recovery plan,False
OUT001522,R10522,C001175,7511,Mary Park,2026-05-08,Completed,Service recovery plan,False
OUT001523,R10523,C001176,11767,Joshua Huynh,2026-05-07,Completed,Service recovery plan,False
OUT001524,R10524,C001179,10172,Mary Pugh,2026-05-07,In Progress,Executive escalation,True
OUT001525,R10525,C001179,10172,Mary Pugh,2026-05-08,In Progress,Executive escalation,True
OUT001526,R10526,C001179,10172,Mary Pugh,,Pending,Executive escalation,True
OUT001527,R10527,C001181,1847,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001528,R10528,C001182,11689,Samantha Parker,2026-05-08,In Progress,Executive escalation,True
OUT001529,R10529,C001182,11689,Samantha Parker,,Pending,Executive escalation,True
OUT001530,R10530,C001182,11689,Samantha Parker,2026-05-09,In Progress,Executive escalation,True
OUT001531,R10531,C001183,6025,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT001532,R10532,C001183,6025,Mary Smith,,Pending,Executive escalation,True
OUT001533,R10533,C001183,6025,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT001534,R10534,C001184,4579,William Zimmerman,2026-05-07,Completed,Service recovery plan,False
OUT001535,R10535,C001185,2403,Christopher Hall,,Pending,Service recovery plan,True
OUT001536,R10536,C001186,7949,Mary Barrera,2026-05-08,Completed,Service recovery plan,False
OUT001537,R10537,C001188,11116,Mary Wu,2026-05-08,In Progress,Executive escalation,True
OUT001538,R10538,C001188,11116,Mary Wu,2026-05-08,In Progress,Executive escalation,True
OUT001539,R10539,C001188,11116,Mary Wu,2026-05-09,In Progress,Executive escalation,True
OUT001540,R10540,C001189,8488,Teresa Allen,2026-05-07,Completed,Service recovery plan,False
OUT001541,R10541,C001190,329,Samantha Higgins,2026-05-08,Completed,Service recovery plan,False
OUT001542,R10542,C001193,10766,Rose Roman,2026-05-07,Completed,Service recovery plan,False
OUT001543,R10543,C001195,8892,Russell Dennis,2026-05-08,In Progress,Executive escalation,True
OUT001544,R10544,C001195,8892,Russell Dennis,,Pending,Executive escalation,True
OUT001545,R10545,C001195,8892,Russell Dennis,2026-05-09,In Progress,Executive escalation,True
OUT001546,R10546,C001197,6883,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT001547,R10547,C001199,10308,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT001548,R10548,C001201,8529,Mary Watts,2026-05-07,Completed,Service recovery plan,False
OUT001549,R10549,C001204,5125,Mary Miller,2026-05-08,Completed,Service recovery plan,False
OUT001550,R10550,C001205,5989,Kathleen Becker,2026-05-08,Completed,Service recovery plan,False
OUT001551,R10551,C001206,10905,Lisa Warner,,Pending,Service recovery plan,True
OUT001552,R10552,C001207,11362,Michael Harmon,2026-05-07,Completed,Service recovery plan,False
OUT001553,R10553,C001208,6356,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001554,R10554,C001209,10899,William Soto,2026-05-08,Completed,Service recovery plan,False
OUT001555,R10555,C001210,2111,Joan Smith,2026-05-08,In Progress,Executive escalation,True
OUT001556,R10556,C001210,2111,Joan Smith,2026-05-08,In Progress,Executive escalation,True
OUT001557,R10557,C001210,2111,Joan Smith,2026-05-09,In Progress,Executive escalation,True
OUT001558,R10558,C001212,2759,Carolyn Ritter,2026-05-08,Completed,Service recovery plan,False
OUT001559,R10559,C001213,1567,Danielle Smith,2026-05-07,Completed,Service recovery plan,False
OUT001560,R10560,C001215,6942,Jordan Moran,2026-05-07,In Progress,Executive escalation,True
OUT001561,R10561,C001215,6942,Jordan Moran,2026-05-08,In Progress,Executive escalation,True
OUT001562,R10562,C001215,6942,Jordan Moran,2026-05-09,In Progress,Executive escalation,True
OUT001563,R10563,C001217,11816,Tammy Cannon,2026-05-08,In Progress,Executive escalation,True
OUT001564,R10564,C001217,11816,Tammy Cannon,2026-05-08,In Progress,Executive escalation,True
OUT001565,R10565,C001217,11816,Tammy Cannon,2026-05-09,In Progress,Executive escalation,True
OUT001566,R10566,C001220,55,Janet Farley,2026-05-07,Completed,Service recovery plan,False
OUT001567,R10567,C001221,2156,Mary Smith,,Pending,Executive escalation,True
OUT001568,R10568,C001221,2156,Mary Smith,,Pending,Executive escalation,True
OUT001569,R10569,C001221,2156,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT001570,R10570,C001226,12101,Samantha Smith,2026-05-07,Completed,Service recovery plan,False
OUT001571,R10571,C001227,1812,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT001572,R10572,C001228,2618,Nicole Jones,2026-05-08,Completed,Service recovery plan,False
OUT001573,R10573,C001229,4462,Mary Dillon,2026-05-08,Completed,Service recovery plan,False
OUT001574,R10574,C001230,11862,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT001575,R10575,C001232,9924,Christine Smith,,Pending,Executive escalation,True
OUT001576,R10576,C001232,9924,Christine Smith,2026-05-08,In Progress,Executive escalation,True
OUT001577,R10577,C001232,9924,Christine Smith,2026-05-09,In Progress,Executive escalation,True
OUT001578,R10578,C001233,10631,Frances Smith,2026-05-07,Completed,Service recovery plan,False
OUT001579,R10579,C001234,9823,Mary Camacho,2026-05-07,Completed,Service recovery plan,False
OUT001580,R10580,C001236,4495,Mary White,2026-05-08,In Progress,Executive escalation,True
OUT001581,R10581,C001236,4495,Mary White,2026-05-08,In Progress,Executive escalation,True
OUT001582,R10582,C001236,4495,Mary White,2026-05-09,In Progress,Executive escalation,True
OUT001583,R10583,C001237,1848,Mary Brown,2026-05-07,Completed,Service recovery plan,False
OUT001584,R10584,C001238,12322,Mary Cain,2026-05-08,Completed,Service recovery plan,False
OUT001585,R10585,C001239,8612,Emma Smith,2026-05-07,Completed,Service recovery plan,False
OUT001586,R10586,C001241,1563,Carolyn Smith,2026-05-07,Completed,Service recovery plan,False
OUT001587,R10587,C001242,2469,Shawn Smith,2026-05-07,In Progress,Executive escalation,True
OUT001588,R10588,C001242,2469,Shawn Smith,2026-05-08,In Progress,Executive escalation,True
OUT001589,R10589,C001242,2469,Shawn Smith,2026-05-09,In Progress,Executive escalation,True
OUT001590,R10590,C001243,1733,Margaret Smith,,Pending,Executive escalation,True
OUT001591,R10591,C001243,1733,Margaret Smith,,Pending,Executive escalation,True
OUT001592,R10592,C001243,1733,Margaret Smith,,Pending,Executive escalation,True
OUT001593,R10593,C001244,6838,Lisa Garcia,2026-05-08,Completed,Service recovery plan,False
OUT001594,R10594,C001245,728,Anthony Rosario,2026-05-08,Completed,Service recovery plan,False
OUT001595,R10595,C001246,10453,Elizabeth Brewer,2026-05-07,Completed,Service recovery plan,False
OUT001596,R10596,C001247,6560,Melissa Smith,2026-05-08,In Progress,Executive escalation,True
OUT001597,R10597,C001247,6560,Melissa Smith,,Pending,Executive escalation,True
OUT001598,R10598,C001247,6560,Melissa Smith,,Pending,Executive escalation,True
OUT001599,R10599,C001249,383,Evelyn Smith,2026-05-08,In Progress,Executive escalation,True
OUT001600,R10600,C001249,383,Evelyn Smith,2026-05-08,In Progress,Executive escalation,True
OUT001601,R10601,C001249,383,Evelyn Smith,2026-05-09,In Progress,Executive escalation,True
OUT001602,R10602,C001250,12321,Helen Christensen,,Pending,Service recovery plan,True
OUT001603,R10603,C001251,6672,Mary Conrad,2026-05-08,Completed,Service recovery plan,False
OUT001604,R10604,C001252,9862,Mary Decker,2026-05-08,In Progress,Executive escalation,True
OUT001605,R10605,C001252,9862,Mary Decker,2026-05-08,In Progress,Executive escalation,True
OUT001606,R10606,C001252,9862,Mary Decker,2026-05-09,In Progress,Executive escalation,True
OUT001607,R10607,C001253,4875,Edward Peters,2026-05-07,Completed,Service recovery plan,False
OUT001608,R10608,C001254,846,Mary Powell,2026-05-08,Completed,Service recovery plan,False
OUT001609,R10609,C001255,3677,Sandra Edwards,2026-05-08,In Progress,Executive escalation,True
OUT001610,R10610,C001255,3677,Sandra Edwards,2026-05-08,In Progress,Executive escalation,True
OUT001611,R10611,C001255,3677,Sandra Edwards,2026-05-09,In Progress,Executive escalation,True
OUT001612,R10612,C001256,8987,Kathleen Price,2026-05-07,In Progress,Executive escalation,True
OUT001613,R10613,C001256,8987,Kathleen Price,2026-05-08,In Progress,Executive escalation,True
OUT001614,R10614,C001256,8987,Kathleen Price,2026-05-09,In Progress,Executive escalation,True
OUT001615,R10615,C001258,1478,Anna Sanchez,2026-05-07,In Progress,Executive escalation,True
OUT001616,R10616,C001258,1478,Anna Sanchez,2026-05-08,In Progress,Executive escalation,True
OUT001617,R10617,C001258,1478,Anna Sanchez,,Pending,Executive escalation,True
OUT001618,R10618,C001260,9352,Mary Lewis,2026-05-08,In Progress,Executive escalation,True
OUT001619,R10619,C001260,9352,Mary Lewis,2026-05-08,In Progress,Executive escalation,True
OUT001620,R10620,C001260,9352,Mary Lewis,,Pending,Executive escalation,True
OUT001621,R10621,C001261,9974,Olivia Smith,2026-05-08,In Progress,Executive escalation,True
OUT001622,R10622,C001261,9974,Olivia Smith,2026-05-08,In Progress,Executive escalation,True
OUT001623,R10623,C001261,9974,Olivia Smith,2026-05-09,In Progress,Executive escalation,True
OUT001624,R10624,C001262,5204,Andrew Smith,,Pending,Service recovery plan,True
