note_id,customer_id,source_customer_id,customer_full_name,scenario,topic,note_date,author,note_type,note_text,synthetic_flag,source_signal_ids
N11260,C000831,7013,Amber Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Amber Smith; retain evidence links before outreach.,true,T5481
N11261,C000832,3868,Rachel Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Rachel Smith has a late_delivery_frustration pattern tied to Cleats.,true,T5724
N11262,C000832,3868,Rachel Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Rachel Smith; topic is late_delivery_recovery.,true,T5724
N11263,C000832,3868,Rachel Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Rachel Smith needs follow-up based on risk band Medium and support history.,true,T5724
N11264,C000832,3868,Rachel Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Rachel Smith shows late-rate 0.6296 with category concentration in Cleats.,true,T5724
N11265,C000832,3868,Rachel Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Rachel Smith; retain evidence links before outreach.,true,T5724
N11266,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Cisneros has a escalation_retention_case pattern tied to Women's Apparel.,true,T6987
N11267,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Cisneros; topic is executive_escalation.,true,T6987
N11268,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Cisneros needs follow-up based on risk band Low and support history.,true,T6987
N11269,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Cisneros shows late-rate 0.0370 with category concentration in Women's Apparel.,true,T6987
N11270,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Cisneros; retain evidence links before outreach.,true,T6987
N11271,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6987
N11272,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Cisneros resolves the current executive_escalation thread.,true,T6987
N11273,C000833,11606,Mary Cisneros,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Cisneros: protect revenue, close open issues, and document human review.",true,T6987
N11274,C000834,5411,Robert Crane,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Robert Crane has a healthy_repeat_buyer pattern tied to Fishing.,true,T6827
N11275,C000834,5411,Robert Crane,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Robert Crane; topic is relationship_check_in.,true,T6827
N11276,C000835,1731,Michelle Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Michelle Bennett has a late_delivery_frustration pattern tied to Indoor/Outdoor Games.,true,T6029
N11277,C000835,1731,Michelle Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Michelle Bennett; topic is late_delivery_recovery.,true,T6029
N11278,C000835,1731,Michelle Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Michelle Bennett needs follow-up based on risk band Medium and support history.,true,T6029
N11279,C000835,1731,Michelle Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Michelle Bennett shows late-rate 0.5556 with category concentration in Indoor/Outdoor Games.,true,T6029
N11280,C000835,1731,Michelle Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Michelle Bennett; retain evidence links before outreach.,true,T6029
N11281,C000836,11133,Mary Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a healthy_repeat_buyer pattern tied to Women's Apparel.,true,T6719
N11282,C000836,11133,Mary Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is relationship_check_in.,true,T6719
N11283,C000837,2429,Mary Roberts,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Roberts has a late_delivery_frustration pattern tied to Men's Footwear.,true,T6083
N11284,C000837,2429,Mary Roberts,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Roberts; topic is late_delivery_recovery.,true,T6083
N11285,C000837,2429,Mary Roberts,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Roberts needs follow-up based on risk band Medium and support history.,true,T6083
N11286,C000837,2429,Mary Roberts,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Roberts shows late-rate 0.5185 with category concentration in Men's Footwear.,true,T6083
N11287,C000837,2429,Mary Roberts,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Roberts; retain evidence links before outreach.,true,T6083
N11288,C000838,5741,Mary Spencer,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Spencer has a late_delivery_frustration pattern tied to Women's Apparel.,true,T5482
N11289,C000838,5741,Mary Spencer,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Spencer; topic is late_delivery_recovery.,true,T5482
N11290,C000838,5741,Mary Spencer,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Spencer needs follow-up based on risk band Medium and support history.,true,T5482
N11291,C000838,5741,Mary Spencer,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Spencer shows late-rate 0.6923 with category concentration in Women's Apparel.,true,T5482
N11292,C000838,5741,Mary Spencer,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Spencer; retain evidence links before outreach.,true,T5482
N11293,C000839,1498,Peter Bray,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Peter Bray has a late_delivery_frustration pattern tied to Men's Footwear.,true,T6084
N11294,C000839,1498,Peter Bray,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Peter Bray; topic is late_delivery_recovery.,true,T6084
N11295,C000839,1498,Peter Bray,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Peter Bray needs follow-up based on risk band Medium and support history.,true,T6084
N11296,C000839,1498,Peter Bray,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Peter Bray shows late-rate 0.5417 with category concentration in Men's Footwear.,true,T6084
N11297,C000839,1498,Peter Bray,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Peter Bray; retain evidence links before outreach.,true,T6084
N11298,C000840,455,Jeffrey Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Jeffrey Smith has a late_delivery_frustration pattern tied to Men's Footwear.,true,T5771
N11299,C000840,455,Jeffrey Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Jeffrey Smith; topic is late_delivery_recovery.,true,T5771
N11300,C000840,455,Jeffrey Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Jeffrey Smith needs follow-up based on risk band Medium and support history.,true,T5771
N11301,C000840,455,Jeffrey Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Jeffrey Smith shows late-rate 0.6000 with category concentration in Men's Footwear.,true,T5771
N11302,C000840,455,Jeffrey Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Jeffrey Smith; retain evidence links before outreach.,true,T5771
N11303,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Coleman has a escalation_retention_case pattern tied to Cleats.,true,T6387
N11304,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Coleman; topic is executive_escalation.,true,T6387
N11305,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Coleman needs follow-up based on risk band Low and support history.,true,T6387
N11306,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Coleman shows late-rate 0.4167 with category concentration in Cleats.,true,T6387
N11307,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Coleman; retain evidence links before outreach.,true,T6387
N11308,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6387
N11309,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Coleman resolves the current executive_escalation thread.,true,T6387
N11310,C000841,10854,Mary Coleman,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Coleman: protect revenue, close open issues, and document human review.",true,T6387
N11311,C000842,1589,Matthew Brennan,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Matthew Brennan has a late_delivery_frustration pattern tied to Fishing.,true,T6243
N11312,C000842,1589,Matthew Brennan,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Matthew Brennan; topic is late_delivery_recovery.,true,T6243
N11313,C000842,1589,Matthew Brennan,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Matthew Brennan needs follow-up based on risk band Medium and support history.,true,T6243
N11314,C000842,1589,Matthew Brennan,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Matthew Brennan shows late-rate 0.5217 with category concentration in Fishing.,true,T6243
N11315,C000842,1589,Matthew Brennan,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Matthew Brennan; retain evidence links before outreach.,true,T6243
N11316,C000843,433,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a late_delivery_frustration pattern tied to Cardio Equipment.,true,T5343
N11317,C000843,433,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is late_delivery_recovery.,true,T5343
N11318,C000843,433,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band High and support history.,true,T5343
N11319,C000843,433,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.7826 with category concentration in Cardio Equipment.,true,T5343
N11320,C000843,433,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5343
N11321,C000844,9872,Mary Aguilar,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Aguilar has a late_delivery_frustration pattern tied to Men's Footwear.,true,T5878
N11322,C000844,9872,Mary Aguilar,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Aguilar; topic is late_delivery_recovery.,true,T5878
N11323,C000844,9872,Mary Aguilar,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Aguilar needs follow-up based on risk band Medium and support history.,true,T5878
N11324,C000844,9872,Mary Aguilar,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Aguilar shows late-rate 0.5806 with category concentration in Men's Footwear.,true,T5878
N11325,C000844,9872,Mary Aguilar,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Aguilar; retain evidence links before outreach.,true,T5878
N11326,C000845,5093,Sara Rice,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Sara Rice has a late_delivery_frustration pattern tied to Fishing.,true,T5516
N11327,C000845,5093,Sara Rice,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Sara Rice; topic is late_delivery_recovery.,true,T5516
N11328,C000845,5093,Sara Rice,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Sara Rice needs follow-up based on risk band Medium and support history.,true,T5516
N11329,C000845,5093,Sara Rice,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Sara Rice shows late-rate 0.6522 with category concentration in Fishing.,true,T5516
N11330,C000845,5093,Sara Rice,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Sara Rice; retain evidence links before outreach.,true,T5516
N11331,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a escalation_retention_case pattern tied to Men's Footwear.,true,T5058
N11332,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is executive_escalation.,true,T5058
N11333,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band High and support history.,true,T5058
N11334,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.9200 with category concentration in Men's Footwear.,true,T5058
N11335,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5058
N11336,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T5058
N11337,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Smith resolves the current executive_escalation thread.,true,T5058
N11338,C000846,2609,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Smith: protect revenue, close open issues, and document human review.",true,T5058
N11339,C000847,4159,Mary Castillo,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Castillo has a late_delivery_frustration pattern tied to Men's Footwear.,true,T5373
N11340,C000847,4159,Mary Castillo,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Castillo; topic is late_delivery_recovery.,true,T5373
N11341,C000847,4159,Mary Castillo,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Castillo needs follow-up based on risk band High and support history.,true,T5373
N11342,C000847,4159,Mary Castillo,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Castillo shows late-rate 0.6923 with category concentration in Men's Footwear.,true,T5373
N11343,C000847,4159,Mary Castillo,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Castillo; retain evidence links before outreach.,true,T5373
N11344,C000848,1225,Mary Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a healthy_repeat_buyer pattern tied to Women's Apparel.,true,T6588
N11345,C000848,1225,Mary Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is relationship_check_in.,true,T6588
N11346,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a escalation_retention_case pattern tied to Women's Apparel.,true,T5517
N11347,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is executive_escalation.,true,T5517
N11348,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band Medium and support history.,true,T5517
N11349,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.6800 with category concentration in Women's Apparel.,true,T5517
N11350,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5517
N11351,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T5517
N11352,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Smith resolves the current executive_escalation thread.,true,T5517
N11353,C000849,3676,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Smith: protect revenue, close open issues, and document human review.",true,T5517
N11354,C000850,4911,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a late_delivery_frustration pattern tied to Cleats.,true,T5674
N11355,C000850,4911,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is late_delivery_recovery.,true,T5674
N11356,C000850,4911,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band Medium and support history.,true,T5674
N11357,C000850,4911,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.6250 with category concentration in Cleats.,true,T5674
N11358,C000850,4911,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5674
N11359,C000851,6319,Mary Merritt,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Merritt has a late_delivery_frustration pattern tied to Men's Footwear.,true,T6190
N11360,C000851,6319,Mary Merritt,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Merritt; topic is late_delivery_recovery.,true,T6190
N11361,C000851,6319,Mary Merritt,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Merritt needs follow-up based on risk band Medium and support history.,true,T6190
N11362,C000851,6319,Mary Merritt,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Merritt shows late-rate 0.5000 with category concentration in Men's Footwear.,true,T6190
N11363,C000851,6319,Mary Merritt,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Merritt; retain evidence links before outreach.,true,T6190
N11364,C000852,174,Mary Perez,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Perez has a healthy_repeat_buyer pattern tied to Cleats.,true,T6513
N11365,C000852,174,Mary Perez,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Perez; topic is relationship_check_in.,true,T6513
N11366,C000853,8198,Mary Frank,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Frank has a late_delivery_frustration pattern tied to Cleats.,true,T6244
N11367,C000853,8198,Mary Frank,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Frank; topic is late_delivery_recovery.,true,T6244
N11368,C000853,8198,Mary Frank,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Frank needs follow-up based on risk band Medium and support history.,true,T6244
N11369,C000853,8198,Mary Frank,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Frank shows late-rate 0.5000 with category concentration in Cleats.,true,T6244
N11370,C000853,8198,Mary Frank,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Frank; retain evidence links before outreach.,true,T6244
N11371,C000854,8981,Mary Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Bennett has a late_delivery_frustration pattern tied to Camping & Hiking.,true,T5157
N11372,C000854,8981,Mary Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Bennett; topic is late_delivery_recovery.,true,T5157
N11373,C000854,8981,Mary Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Bennett needs follow-up based on risk band High and support history.,true,T5157
N11374,C000854,8981,Mary Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Bennett shows late-rate 0.8519 with category concentration in Camping & Hiking.,true,T5157
N11375,C000854,8981,Mary Bennett,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Bennett; retain evidence links before outreach.,true,T5157
N11376,C000855,7677,Mary Bonilla,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Bonilla has a late_delivery_frustration pattern tied to Water Sports.,true,T5600
N11377,C000855,7677,Mary Bonilla,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Bonilla; topic is late_delivery_recovery.,true,T5600
N11378,C000855,7677,Mary Bonilla,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Bonilla needs follow-up based on risk band Medium and support history.,true,T5600
N11379,C000855,7677,Mary Bonilla,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Bonilla shows late-rate 0.6800 with category concentration in Water Sports.,true,T5600
N11380,C000855,7677,Mary Bonilla,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Bonilla; retain evidence links before outreach.,true,T5600
N11381,C000856,987,Cheryl Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Cheryl Smith has a healthy_repeat_buyer pattern tied to Cleats.,true,T6589
N11382,C000856,987,Cheryl Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Cheryl Smith; topic is relationship_check_in.,true,T6589
N11383,C000857,2155,Joshua Mckinney,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Joshua Mckinney has a late_delivery_frustration pattern tied to Cleats.,true,T5120
N11384,C000857,2155,Joshua Mckinney,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Joshua Mckinney; topic is late_delivery_recovery.,true,T5120
N11385,C000857,2155,Joshua Mckinney,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Joshua Mckinney needs follow-up based on risk band High and support history.,true,T5120
N11386,C000857,2155,Joshua Mckinney,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Joshua Mckinney shows late-rate 0.8571 with category concentration in Cleats.,true,T5120
N11387,C000857,2155,Joshua Mckinney,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Joshua Mckinney; retain evidence links before outreach.,true,T5120
N11388,C000858,3581,Mary Pugh,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Pugh has a late_delivery_frustration pattern tied to Indoor/Outdoor Games.,true,T5558
N11389,C000858,3581,Mary Pugh,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Pugh; topic is late_delivery_recovery.,true,T5558
