engagement_id,customer_id,source_customer_id,customer_full_name,event_date,event_type,campaign,channel,engagement_score
ENG002898,C000770,6263,John Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002899,C000770,6263,John Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002900,C000770,6263,John Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002901,C000771,11313,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002902,C000771,11313,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002903,C000771,11313,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002904,C000771,11313,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002905,C000772,40,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002906,C000772,40,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002907,C000772,40,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002908,C000772,40,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002909,C000773,10521,Mary Wood,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002910,C000773,10521,Mary Wood,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002911,C000773,10521,Mary Wood,2026-05-08,promo_response,Reactivation,Email,18
ENG002912,C000774,9785,Barbara Barnes,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002913,C000774,9785,Barbara Barnes,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002914,C000774,9785,Barbara Barnes,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002915,C000774,9785,Barbara Barnes,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002916,C000775,6281,Eugene Calderon,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002917,C000775,6281,Eugene Calderon,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002918,C000775,6281,Eugene Calderon,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002919,C000775,6281,Eugene Calderon,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002920,C000776,8587,James Roy,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002921,C000776,8587,James Roy,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002922,C000776,8587,James Roy,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002923,C000776,8587,James Roy,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002924,C000777,3336,Sandra Hunter,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002925,C000777,3336,Sandra Hunter,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002926,C000777,3336,Sandra Hunter,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002927,C000777,3336,Sandra Hunter,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002928,C000778,12341,Roy Fields,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002929,C000778,12341,Roy Fields,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002930,C000778,12341,Roy Fields,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002931,C000778,12341,Roy Fields,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002932,C000779,4258,Charles Rogers,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002933,C000779,4258,Charles Rogers,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002934,C000779,4258,Charles Rogers,2026-05-08,promo_response,Reactivation,Email,18
ENG002935,C000780,9341,Karen Collins,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002936,C000780,9341,Karen Collins,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002937,C000780,9341,Karen Collins,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002938,C000780,9341,Karen Collins,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002939,C000781,4991,Mary Krause,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002940,C000781,4991,Mary Krause,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002941,C000781,4991,Mary Krause,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002942,C000781,4991,Mary Krause,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002943,C000782,9671,Jennifer Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002944,C000782,9671,Jennifer Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002945,C000782,9671,Jennifer Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG002946,C000783,7790,Edward Castaneda,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002947,C000783,7790,Edward Castaneda,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002948,C000783,7790,Edward Castaneda,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002949,C000783,7790,Edward Castaneda,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002950,C000784,4557,David Sutton,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002951,C000784,4557,David Sutton,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002952,C000784,4557,David Sutton,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002953,C000784,4557,David Sutton,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002954,C000785,12013,Katherine Kramer,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002955,C000785,12013,Katherine Kramer,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002956,C000785,12013,Katherine Kramer,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002957,C000785,12013,Katherine Kramer,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002958,C000786,9459,Stephen Bond,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002959,C000786,9459,Stephen Bond,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002960,C000786,9459,Stephen Bond,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002961,C000786,9459,Stephen Bond,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002962,C000787,6229,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002963,C000787,6229,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002964,C000787,6229,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002965,C000787,6229,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002966,C000788,3020,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002967,C000788,3020,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002968,C000788,3020,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002969,C000788,3020,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002970,C000789,7988,Mary Rice,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002971,C000789,7988,Mary Rice,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002972,C000789,7988,Mary Rice,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002973,C000789,7988,Mary Rice,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002974,C000790,12432,Angela Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002975,C000790,12432,Angela Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002976,C000790,12432,Angela Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002977,C000790,12432,Angela Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002978,C000791,4595,Christian Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002979,C000791,4595,Christian Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002980,C000791,4595,Christian Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG002981,C000792,12347,Ralph Preston,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002982,C000792,12347,Ralph Preston,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002983,C000792,12347,Ralph Preston,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002984,C000792,12347,Ralph Preston,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002985,C000793,569,Mary Frye,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002986,C000793,569,Mary Frye,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002987,C000793,569,Mary Frye,2026-05-08,promo_response,Reactivation,Email,18
ENG002988,C000794,4582,Brian House,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002989,C000794,4582,Brian House,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002990,C000794,4582,Brian House,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002991,C000794,4582,Brian House,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002992,C000795,9819,Crystal Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002993,C000795,9819,Crystal Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002994,C000795,9819,Crystal Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002995,C000795,9819,Crystal Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG002996,C000796,771,Patricia Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG002997,C000796,771,Patricia Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG002998,C000796,771,Patricia Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG002999,C000796,771,Patricia Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003000,C000797,5672,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003001,C000797,5672,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003002,C000797,5672,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003003,C000797,5672,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003004,C000798,3229,Teresa Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003005,C000798,3229,Teresa Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003006,C000798,3229,Teresa Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG003007,C000799,4376,Scott Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003008,C000799,4376,Scott Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003009,C000799,4376,Scott Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003010,C000799,4376,Scott Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003011,C000800,12210,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003012,C000800,12210,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003013,C000800,12210,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003014,C000800,12210,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003015,C000801,10992,Barbara Duran,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003016,C000801,10992,Barbara Duran,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003017,C000801,10992,Barbara Duran,2026-05-08,promo_response,Reactivation,Email,18
ENG003018,C000802,10803,Laura Carey,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003019,C000802,10803,Laura Carey,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003020,C000802,10803,Laura Carey,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003021,C000802,10803,Laura Carey,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003022,C000803,7298,Mary Barnes,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003023,C000803,7298,Mary Barnes,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003024,C000803,7298,Mary Barnes,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003025,C000803,7298,Mary Barnes,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003026,C000804,10278,Mary Farrell,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003027,C000804,10278,Mary Farrell,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003028,C000804,10278,Mary Farrell,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003029,C000804,10278,Mary Farrell,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003030,C000805,8697,Gerald Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003031,C000805,8697,Gerald Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003032,C000805,8697,Gerald Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003033,C000805,8697,Gerald Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003034,C000806,9248,Mary Luna,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003035,C000806,9248,Mary Luna,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003036,C000806,9248,Mary Luna,2026-05-08,promo_response,Reactivation,Email,18
ENG003037,C000807,9898,Mary Moon,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003038,C000807,9898,Mary Moon,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003039,C000807,9898,Mary Moon,2026-05-08,promo_response,Reactivation,Email,18
ENG003040,C000808,5907,Mary Proctor,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003041,C000808,5907,Mary Proctor,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003042,C000808,5907,Mary Proctor,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003043,C000808,5907,Mary Proctor,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003044,C000809,245,Deborah Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003045,C000809,245,Deborah Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003046,C000809,245,Deborah Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003047,C000809,245,Deborah Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003048,C000810,6459,Vincent Valenzuela,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003049,C000810,6459,Vincent Valenzuela,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003050,C000810,6459,Vincent Valenzuela,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003051,C000810,6459,Vincent Valenzuela,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003052,C000811,9325,Mary Navarro,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003053,C000811,9325,Mary Navarro,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003054,C000811,9325,Mary Navarro,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003055,C000811,9325,Mary Navarro,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003056,C000812,4863,Elizabeth Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003057,C000812,4863,Elizabeth Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003058,C000812,4863,Elizabeth Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003059,C000812,4863,Elizabeth Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003060,C000813,12192,Mary Carlson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003061,C000813,12192,Mary Carlson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003062,C000813,12192,Mary Carlson,2026-05-08,promo_response,Reactivation,Email,18
ENG003063,C000814,9375,George Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003064,C000814,9375,George Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003065,C000814,9375,George Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003066,C000814,9375,George Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003067,C000815,6529,Aaron Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003068,C000815,6529,Aaron Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003069,C000815,6529,Aaron Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003070,C000815,6529,Aaron Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003071,C000816,2942,Mary Taylor,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003072,C000816,2942,Mary Taylor,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003073,C000816,2942,Mary Taylor,2026-05-08,promo_response,Reactivation,Email,18
ENG003074,C000817,12291,Jennifer Sims,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003075,C000817,12291,Jennifer Sims,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003076,C000817,12291,Jennifer Sims,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003077,C000817,12291,Jennifer Sims,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003078,C000818,9690,Edward Mccoy,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003079,C000818,9690,Edward Mccoy,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003080,C000818,9690,Edward Mccoy,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003081,C000818,9690,Edward Mccoy,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003082,C000819,9003,Judy Duran,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003083,C000819,9003,Judy Duran,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003084,C000819,9003,Judy Duran,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003085,C000819,9003,Judy Duran,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003086,C000820,7215,Patricia Ruiz,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003087,C000820,7215,Patricia Ruiz,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003088,C000820,7215,Patricia Ruiz,2026-05-08,promo_response,Reactivation,Email,18
ENG003089,C000821,3074,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003090,C000821,3074,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003091,C000821,3074,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003092,C000821,3074,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003093,C000822,3272,Julie Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003094,C000822,3272,Julie Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003095,C000822,3272,Julie Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003096,C000822,3272,Julie Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003097,C000823,8618,Joan Trujillo,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003098,C000823,8618,Joan Trujillo,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003099,C000823,8618,Joan Trujillo,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003100,C000823,8618,Joan Trujillo,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003101,C000824,3323,Megan Meyers,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003102,C000824,3323,Megan Meyers,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003103,C000824,3323,Megan Meyers,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003104,C000824,3323,Megan Meyers,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003105,C000825,6342,Kimberly Blair,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003106,C000825,6342,Kimberly Blair,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003107,C000825,6342,Kimberly Blair,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003108,C000825,6342,Kimberly Blair,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003109,C000826,11263,Mary Keller,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003110,C000826,11263,Mary Keller,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003111,C000826,11263,Mary Keller,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003112,C000826,11263,Mary Keller,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003113,C000827,12201,Mary Burton,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003114,C000827,12201,Mary Burton,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003115,C000827,12201,Mary Burton,2026-05-08,promo_response,Reactivation,Email,18
ENG003116,C000828,5946,Daniel Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003117,C000828,5946,Daniel Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003118,C000828,5946,Daniel Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003119,C000828,5946,Daniel Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003120,C000829,5301,Mary Ward,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003121,C000829,5301,Mary Ward,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003122,C000829,5301,Mary Ward,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003123,C000829,5301,Mary Ward,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003124,C000830,1762,Nicholas Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003125,C000830,1762,Nicholas Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003126,C000830,1762,Nicholas Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003127,C000830,1762,Nicholas Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003128,C000831,7013,Amber Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003129,C000831,7013,Amber Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003130,C000831,7013,Amber Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003131,C000831,7013,Amber Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003132,C000832,3868,Rachel Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003133,C000832,3868,Rachel Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003134,C000832,3868,Rachel Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003135,C000832,3868,Rachel Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003136,C000833,11606,Mary Cisneros,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003137,C000833,11606,Mary Cisneros,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003138,C000833,11606,Mary Cisneros,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003139,C000833,11606,Mary Cisneros,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003140,C000834,5411,Robert Crane,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003141,C000834,5411,Robert Crane,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003142,C000834,5411,Robert Crane,2026-05-08,promo_response,Reactivation,Email,18
ENG003143,C000835,1731,Michelle Bennett,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003144,C000835,1731,Michelle Bennett,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003145,C000835,1731,Michelle Bennett,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003146,C000835,1731,Michelle Bennett,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003147,C000836,11133,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003148,C000836,11133,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003149,C000836,11133,Mary Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG003150,C000837,2429,Mary Roberts,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003151,C000837,2429,Mary Roberts,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003152,C000837,2429,Mary Roberts,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003153,C000837,2429,Mary Roberts,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003154,C000838,5741,Mary Spencer,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003155,C000838,5741,Mary Spencer,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003156,C000838,5741,Mary Spencer,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003157,C000838,5741,Mary Spencer,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003158,C000839,1498,Peter Bray,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003159,C000839,1498,Peter Bray,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003160,C000839,1498,Peter Bray,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003161,C000839,1498,Peter Bray,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003162,C000840,455,Jeffrey Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003163,C000840,455,Jeffrey Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003164,C000840,455,Jeffrey Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003165,C000840,455,Jeffrey Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003166,C000841,10854,Mary Coleman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003167,C000841,10854,Mary Coleman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003168,C000841,10854,Mary Coleman,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003169,C000841,10854,Mary Coleman,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003170,C000842,1589,Matthew Brennan,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003171,C000842,1589,Matthew Brennan,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003172,C000842,1589,Matthew Brennan,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003173,C000842,1589,Matthew Brennan,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003174,C000843,433,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003175,C000843,433,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003176,C000843,433,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003177,C000843,433,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003178,C000844,9872,Mary Aguilar,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003179,C000844,9872,Mary Aguilar,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003180,C000844,9872,Mary Aguilar,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003181,C000844,9872,Mary Aguilar,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003182,C000845,5093,Sara Rice,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003183,C000845,5093,Sara Rice,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG003184,C000845,5093,Sara Rice,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG003185,C000845,5093,Sara Rice,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG003186,C000846,2609,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG003187,C000846,2609,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
