adjustment_id,customer_id,source_customer_id,customer_full_name,ticket_id,adjustment_type,amount,reason,status,created_date
ADJ000532,C000010,5624,Mary Mata,T5908,Credit,87.62,Cancellation request,Pending Approval,2026-05-06
ADJ000533,C000144,7358,Michael Simpson,T5910,Credit,67.54,Cancellation request,Approved,2026-05-06
ADJ000534,C000178,172,Lauren Rush,T5911,Credit,65.91,Product inquiry,Approved,2026-05-06
ADJ000535,C000230,5583,Mary Skinner,T5912,Credit,63.84,Refund request,Pending Approval,2026-05-06
ADJ000536,C000245,1747,Mary Booker,T5913,Credit,62.99,Refund request,Pending Approval,2026-05-06
ADJ000537,C000368,3257,Julia Mcconnell,T5914,Credit,59.39,Product inquiry,Approved,2026-05-06
ADJ000538,C000375,634,Jack Edwards,T5915,Credit,59.24,Refund request,Pending Approval,2026-05-06
ADJ000539,C000434,8171,Benjamin Cole,T5916,Credit,57.97,Cancellation request,Pending Approval,2026-05-06
ADJ000540,C000464,10967,Alexander Cunningham,T5917,Credit,57.34,Technical issue,Pending Approval,2026-05-06
ADJ000541,C000538,1804,Kathleen Lee,T5919,Credit,56.08,Cancellation request,Pending Approval,2026-05-06
ADJ000542,C000566,10500,Mary Smith,T5920,Credit,55.68,Technical issue,Approved,2026-05-06
ADJ000543,C000649,9077,Sean Smith,T5923,Credit,54.29,Product inquiry,Approved,2026-05-06
ADJ000544,C000797,5672,Mary Smith,T5924,Credit,52.24,Refund request,Pending Approval,2026-05-06
ADJ000545,C000876,7960,Ethan Thomas,T5926,Credit,51.28,Refund request,Pending Approval,2026-05-06
ADJ000546,C000877,7590,Robert Johnson,T5927,Credit,51.27,Billing inquiry,Approved,2026-05-06
ADJ000547,C001016,4967,Mary Maldonado,T5929,Credit,49.61,Cancellation request,Approved,2026-05-06
ADJ000548,C001034,326,Shirley Stafford,T5930,Credit,49.39,Billing inquiry,Pending Approval,2026-05-06
ADJ000549,C001040,1624,Walter Huerta,T5931,Credit,49.36,Refund request,Pending Approval,2026-05-06
ADJ000550,C001045,9879,Linda Ibarra,T5932,Credit,49.30,Cancellation request,Pending Approval,2026-05-06
ADJ000551,C001053,11677,Christine Smith,T5933,Credit,49.20,Technical issue,Approved,2026-05-06
ADJ000552,C001252,9862,Mary Decker,T5935,Credit,47.39,Technical issue,Pending Approval,2026-05-06
ADJ000553,C001306,9739,Sara Rich,T5936,Credit,46.89,Cancellation request,Pending Approval,2026-05-06
ADJ000554,C001405,259,Mary Bates,T5938,Credit,46.18,Product inquiry,Approved,2026-05-06
ADJ000555,C001438,9305,Mary Evans,T5939,Credit,45.90,Technical issue,Pending Approval,2026-05-06
ADJ000556,C001507,8781,Mary Chan,T5942,Credit,45.36,Product inquiry,Pending Approval,2026-05-06
ADJ000557,C001513,3980,Frances Smith,T5943,Credit,45.34,Technical issue,Approved,2026-05-06
ADJ000558,C001608,4275,Sandra Allen,T5946,Credit,44.69,Technical issue,Pending Approval,2026-05-06
ADJ000559,C001622,656,Julie Smith,T5947,Credit,44.55,Billing inquiry,Approved,2026-05-06
ADJ000560,C001654,8506,Elizabeth Smith,T5948,Credit,44.43,Cancellation request,Pending Approval,2026-05-06
ADJ000561,C001863,1618,Mary Davidson,T5952,Credit,43.00,Technical issue,Pending Approval,2026-05-06
ADJ000562,C000054,9494,Robert Gilmore,T5956,Credit,74.95,Cancellation request,Pending Approval,2026-05-06
ADJ000563,C000197,4394,Christopher Smith,T5958,Credit,65.14,Cancellation request,Approved,2026-05-06
ADJ000564,C000220,2220,James Smith,T5959,Credit,64.27,Technical issue,Pending Approval,2026-05-06
ADJ000565,C000259,2389,Mary Smith,T5961,Refund,62.57,Refund request,Approved,2026-05-06
ADJ000566,C000273,2303,Brittany Smith,T5962,Refund,62.19,Refund request,Approved,2026-05-06
ADJ000567,C000301,7435,Susan Smith,T5963,Credit,61.20,Product inquiry,Pending Approval,2026-05-06
ADJ000568,C000374,12106,Mary Smith,T5965,Credit,59.24,Billing inquiry,Approved,2026-05-06
ADJ000569,C000379,3603,Susan Smith,T5966,Credit,59.20,Product inquiry,Pending Approval,2026-05-06
ADJ000570,C000458,6156,Mary Hernandez,T5968,Credit,57.43,Cancellation request,Pending Approval,2026-05-06
ADJ000571,C000501,4930,Mary Preston,T5969,Credit,56.69,Product inquiry,Pending Approval,2026-05-06
ADJ000572,C000515,4444,Russell Sullivan,T5970,Credit,56.49,Cancellation request,Pending Approval,2026-05-06
ADJ000573,C000518,6898,Nathan Butler,T5971,Credit,56.39,Technical issue,Approved,2026-05-06
ADJ000574,C000522,10650,Donna Carter,T5972,Credit,56.31,Product inquiry,Approved,2026-05-06
ADJ000575,C000593,4318,Mary Fletcher,T5973,Credit,55.15,Billing inquiry,Pending Approval,2026-05-06
ADJ000576,C000651,2071,Walter Howard,T5976,Credit,54.21,Billing inquiry,Approved,2026-05-06
ADJ000577,C000662,12075,Aaron Carr,T5977,Credit,54.09,Cancellation request,Pending Approval,2026-05-06
ADJ000578,C000673,1906,Raymond Smith,T5978,Refund,53.92,Refund request,Approved,2026-05-06
ADJ000579,C000701,4939,Carol Jackson,T5979,Credit,53.51,Cancellation request,Approved,2026-05-06
ADJ000580,C000887,2365,Sara Smith,T5984,Credit,51.20,Billing inquiry,Pending Approval,2026-05-06
ADJ000581,C000917,2769,Mary Hendricks,T5985,Credit,50.84,Cancellation request,Pending Approval,2026-05-06
ADJ000582,C001014,10348,Alice Barnes,T5987,Credit,49.64,Technical issue,Pending Approval,2026-05-06
ADJ000583,C001044,3167,Janice Ward,T5988,Credit,49.30,Product inquiry,Pending Approval,2026-05-06
ADJ000584,C001217,11816,Tammy Cannon,T5992,Credit,47.64,Product inquiry,Pending Approval,2026-05-06
ADJ000585,C001243,1733,Margaret Smith,T5994,Credit,47.48,Billing inquiry,Pending Approval,2026-05-06
ADJ000586,C001326,3224,Kevin Bowers,T5995,Refund,46.72,Refund request,Approved,2026-05-06
ADJ000587,C001336,1383,Catherine Smith,T5996,Credit,46.68,Cancellation request,Pending Approval,2026-05-06
ADJ000588,C001482,10277,Ann Smith,T5997,Refund,45.51,Refund request,Approved,2026-05-06
ADJ000589,C001584,8539,John Smith,T6000,Credit,44.80,Billing inquiry,Approved,2026-05-06
ADJ000590,C001721,8086,Paul Moon,T6001,Credit,44.09,Cancellation request,Pending Approval,2026-05-06
ADJ000591,C001733,8905,Donna Smith,T6002,Credit,43.99,Billing inquiry,Pending Approval,2026-05-06
ADJ000592,C001892,5227,Madison Mcfarland,T6004,Refund,42.84,Refund request,Approved,2026-05-06
ADJ000593,C001939,11962,Diana Smith,T6005,Refund,42.59,Refund request,Approved,2026-05-06
ADJ000594,C000006,1288,Evelyn Thompson,T6006,Credit,90.19,Technical issue,Pending Approval,2026-05-06
ADJ000595,C000139,2224,Ann Mercado,T6007,Credit,67.74,Billing inquiry,Pending Approval,2026-05-06
ADJ000596,C000187,1537,Linda Murray,T6009,Refund,65.67,Refund request,Approved,2026-05-06
ADJ000597,C000207,1445,Linda Ortiz,T6010,Credit,64.73,Billing inquiry,Approved,2026-05-06
ADJ000598,C000223,6587,Heather Henson,T6011,Refund,64.09,Refund request,Approved,2026-05-06
ADJ000599,C000226,3556,Mary Lane,T6012,Refund,63.94,Refund request,Approved,2026-05-06
ADJ000600,C000254,11738,Samuel Bryan,T6013,Refund,62.69,Refund request,Approved,2026-05-06
ADJ000601,C000326,10185,Austin Buck,T6014,Refund,60.23,Refund request,Approved,2026-05-06
ADJ000602,C000361,1149,Cynthia Harper,T6015,Credit,59.54,Product inquiry,Pending Approval,2026-05-06
ADJ000603,C000430,10845,John Smith,T6016,Credit,58.01,Product inquiry,Pending Approval,2026-05-06
ADJ000604,C000507,12107,Sharon Patterson,T6019,Refund,56.62,Refund request,Approved,2026-05-06
ADJ000605,C000514,2581,Mary Smith,T6020,Credit,56.49,Cancellation request,Pending Approval,2026-05-06
ADJ000606,C000527,9971,Mary Smith,T6021,Credit,56.24,Cancellation request,Pending Approval,2026-05-06
ADJ000607,C000571,8370,Mary Smith,T6022,Credit,55.57,Product inquiry,Pending Approval,2026-05-06
ADJ000608,C000602,1607,Mary Ortiz,T6023,Credit,55.04,Cancellation request,Approved,2026-05-06
ADJ000609,C000765,8065,Margaret Smith,T6025,Credit,52.59,Billing inquiry,Pending Approval,2026-05-06
ADJ000610,C000812,4863,Elizabeth Smith,T6027,Credit,51.94,Billing inquiry,Approved,2026-05-06
ADJ000611,C000815,6529,Aaron Smith,T6028,Refund,51.91,Refund request,Approved,2026-05-06
ADJ000612,C000835,1731,Michelle Bennett,T6029,Refund,51.74,Refund request,Approved,2026-05-06
ADJ000613,C000898,6236,Mary Martinez,T6030,Credit,51.09,Cancellation request,Pending Approval,2026-05-06
ADJ000614,C001020,11058,Charles Wright,T6032,Credit,49.59,Cancellation request,Pending Approval,2026-05-06
ADJ000615,C001038,9607,Mary Smith,T6033,Refund,49.39,Refund request,Approved,2026-05-06
ADJ000616,C001092,12117,Helen Smith,T6036,Credit,48.84,Cancellation request,Approved,2026-05-06
ADJ000617,C001108,7143,Mary Burnett,T6037,Credit,48.69,Technical issue,Approved,2026-05-06
ADJ000618,C001229,4462,Mary Dillon,T6040,Credit,47.55,Billing inquiry,Approved,2026-05-06
ADJ000619,C001250,12321,Helen Christensen,T6041,Refund,47.39,Refund request,Approved,2026-05-06
ADJ000620,C001251,6672,Mary Conrad,T6042,Credit,47.39,Product inquiry,Approved,2026-05-06
ADJ000621,C001368,7492,Vincent Smith,T6043,Credit,46.49,Product inquiry,Approved,2026-05-06
ADJ000622,C001379,5612,Mary Huang,T6044,Credit,46.39,Cancellation request,Pending Approval,2026-05-06
ADJ000623,C001493,10799,Jane Smith,T6046,Credit,45.45,Product inquiry,Approved,2026-05-06
ADJ000624,C001562,12031,Ashley Benitez,T6048,Credit,44.94,Product inquiry,Approved,2026-05-06
ADJ000625,C001613,2110,Cynthia Myers,T6049,Credit,44.64,Refund request,Pending Approval,2026-05-06
ADJ000626,C001655,8211,Ronald Mcneil,T6050,Refund,44.43,Refund request,Approved,2026-05-06
ADJ000627,C001672,9754,Mary Matthews,T6051,Credit,44.34,Product inquiry,Approved,2026-05-06
ADJ000628,C001777,6346,Mary Cooley,T6056,Credit,43.69,Billing inquiry,Approved,2026-05-06
ADJ000629,C001809,2069,Alice Ellison,T6057,Refund,43.49,Refund request,Approved,2026-05-06
ADJ000630,C001841,739,Daniel Golden,T6058,Credit,43.20,Technical issue,Approved,2026-05-06
ADJ000631,C001877,4674,Mary Lynn,T6060,Credit,42.91,Technical issue,Approved,2026-05-06
ADJ000632,C001913,11856,Helen Smith,T6061,Credit,42.70,Product inquiry,Approved,2026-05-06
ADJ000633,C000229,2860,George Smith,T6067,Refund,63.87,Refund request,Approved,2026-05-06
ADJ000634,C000377,3498,Elizabeth Ramos,T6068,Refund,59.22,Refund request,Approved,2026-05-06
ADJ000635,C000471,679,Grace Smith,T6069,Refund,57.24,Refund request,Approved,2026-05-06
ADJ000636,C000567,5267,Mary Smith,T6073,Refund,55.62,Refund request,Approved,2026-05-06
ADJ000637,C000580,6255,Joshua Smith,T6075,Credit,55.39,Cancellation request,Approved,2026-05-06
ADJ000638,C000749,11766,Mary Mason,T6079,Refund,52.89,Refund request,Approved,2026-05-06
ADJ000639,C000755,2833,Eric Vega,T6080,Credit,52.77,Billing inquiry,Approved,2026-05-06
ADJ000640,C000805,8697,Gerald Smith,T6082,Credit,52.11,Refund request,Pending Approval,2026-05-06
ADJ000641,C000862,4618,Andrea Smith,T6085,Refund,51.44,Refund request,Approved,2026-05-06
ADJ000642,C000875,7158,Mary Todd,T6086,Credit,51.29,Cancellation request,Approved,2026-05-06
ADJ000643,C000919,7887,Mary Keller,T6088,Refund,50.80,Refund request,Approved,2026-05-06
ADJ000644,C000928,5657,Mary James,T6089,Credit,50.70,Product inquiry,Approved,2026-05-06
ADJ000645,C001027,7005,James Carpenter,T6093,Credit,49.49,Product inquiry,Pending Approval,2026-05-06
ADJ000646,C001049,434,Michael Torres,T6094,Credit,49.26,Refund request,Pending Approval,2026-05-06
ADJ000647,C001074,9074,Margaret Smith,T6095,Refund,48.99,Refund request,Approved,2026-05-06
ADJ000648,C001155,8808,Kenneth Smith,T6098,Credit,48.27,Cancellation request,Pending Approval,2026-05-06
ADJ000649,C001335,10406,Michael Smith,T6100,Refund,46.69,Refund request,Approved,2026-05-06
ADJ000650,C001343,3296,Mary Smith,T6102,Credit,46.64,Cancellation request,Pending Approval,2026-05-06
ADJ000651,C001354,2078,Roger Morales,T6104,Credit,46.59,Product inquiry,Pending Approval,2026-05-06
ADJ000652,C001366,6199,Mary Jacobs,T6105,Credit,46.49,Product inquiry,Pending Approval,2026-05-06
ADJ000653,C001465,8328,Donna Smith,T6108,Credit,45.64,Billing inquiry,Approved,2026-05-06
ADJ000654,C001539,51,Jessica Smith,T6109,Credit,45.13,Billing inquiry,Pending Approval,2026-05-06
ADJ000655,C001574,4191,Kimberly Salazar,T6112,Refund,44.89,Refund request,Approved,2026-05-06
ADJ000656,C001595,5229,Thomas Butler,T6114,Credit,44.75,Product inquiry,Pending Approval,2026-05-06
ADJ000657,C001653,11789,Mary Smith,T6115,Credit,44.43,Billing inquiry,Approved,2026-05-06
ADJ000658,C001784,2873,Joyce Padilla,T6116,Credit,43.60,Billing inquiry,Approved,2026-05-06
ADJ000659,C001894,10390,Anthony Stevenson,T6118,Credit,42.80,Technical issue,Pending Approval,2026-05-06
ADJ000660,C001902,7383,Catherine Washington,T6119,Credit,42.80,Technical issue,Pending Approval,2026-05-06
ADJ000661,C001928,1094,Sean Smith,T6120,Credit,42.62,Product inquiry,Approved,2026-05-06
ADJ000662,C000019,12284,Mary Smith,T6122,Credit,82.59,Technical issue,Pending Approval,2026-05-06
ADJ000663,C000079,5293,Michelle Callahan,T6123,Credit,72.09,Technical issue,Pending Approval,2026-05-06
ADJ000664,C000092,7962,Justin Smith,T6124,Credit,70.97,Technical issue,Pending Approval,2026-05-06
ADJ000665,C000152,2113,David Smith,T6125,Refund,67.13,Refund request,Approved,2026-05-06
ADJ000666,C000221,197,Ruth Smith,T6127,Credit,64.23,Technical issue,Approved,2026-05-06
ADJ000667,C000243,9504,Mary Smith,T6128,Credit,63.09,Cancellation request,Approved,2026-05-06
ADJ000668,C000272,8652,Kenneth Newman,T6130,Refund,62.22,Refund request,Approved,2026-05-06
ADJ000669,C000516,1989,Richard Leach,T6134,Credit,56.49,Refund request,Pending Approval,2026-05-06
ADJ000670,C000523,1962,Marie Smith,T6135,Credit,56.30,Technical issue,Pending Approval,2026-05-06
ADJ000671,C000728,3138,Barbara Nelson,T6139,Credit,53.11,Billing inquiry,Pending Approval,2026-05-06
ADJ000672,C000786,9459,Stephen Bond,T6140,Refund,52.38,Refund request,Approved,2026-05-06
ADJ000673,C000826,11263,Mary Keller,T6141,Credit,51.87,Refund request,Pending Approval,2026-05-06
ADJ000674,C000861,1806,Roger Smith,T6142,Credit,51.44,Product inquiry,Approved,2026-05-06
ADJ000675,C000940,11630,Mary Clark,T6143,Credit,50.52,Technical issue,Pending Approval,2026-05-06
ADJ000676,C001025,9356,Nancy Johnson,T6144,Credit,49.53,Billing inquiry,Pending Approval,2026-05-06
ADJ000677,C001116,8300,Mary Reynolds,T6146,Credit,48.59,Product inquiry,Approved,2026-05-06
ADJ000678,C001128,3509,Mary Perry,T6147,Refund,48.50,Refund request,Approved,2026-05-06
ADJ000679,C001138,2298,Elizabeth Smith,T6148,Credit,48.39,Cancellation request,Approved,2026-05-06
ADJ000680,C001221,2156,Mary Smith,T6150,Credit,47.60,Billing inquiry,Pending Approval,2026-05-06
ADJ000681,C001228,2618,Nicole Jones,T6151,Credit,47.57,Billing inquiry,Approved,2026-05-06
ADJ000682,C001314,290,Mary Garza,T6153,Credit,46.84,Cancellation request,Approved,2026-05-06
ADJ000683,C001324,11897,Virginia Herrera,T6154,Refund,46.77,Refund request,Approved,2026-05-06
ADJ000684,C001363,990,Mary Ellison,T6155,Credit,46.50,Refund request,Pending Approval,2026-05-06
ADJ000685,C001364,10954,Mary White,T6156,Refund,46.50,Refund request,Approved,2026-05-06
ADJ000686,C001456,3197,Mary Holloway,T6159,Credit,45.72,Billing inquiry,Pending Approval,2026-05-06
ADJ000687,C001572,704,Mary Mccullough,T6162,Credit,44.89,Cancellation request,Pending Approval,2026-05-06
ADJ000688,C001615,2257,Matthew Burgess,T6164,Credit,44.62,Billing inquiry,Pending Approval,2026-05-06
ADJ000689,C001640,10220,Gerald Mason,T6165,Credit,44.49,Refund request,Pending Approval,2026-05-06
ADJ000690,C001813,9605,Mary Smith,T6168,Credit,43.42,Cancellation request,Approved,2026-05-06
ADJ000691,C001855,10823,Angela Oconnell,T6170,Credit,43.10,Technical issue,Pending Approval,2026-05-06
ADJ000692,C001941,8938,Raymond Gould,T6172,Credit,42.55,Technical issue,Approved,2026-05-06
ADJ000693,C000088,3420,Kenneth Price,T6173,Credit,71.29,Refund request,Pending Approval,2026-05-06
ADJ000694,C000105,6285,Mary Garcia,T6175,Credit,70.18,Cancellation request,Approved,2026-05-06
ADJ000695,C000110,9697,Stephen Williams,T6176,Refund,69.58,Refund request,Approved,2026-05-06
ADJ000696,C000209,7633,Emily Smith,T6180,Refund,64.68,Refund request,Approved,2026-05-06
ADJ000697,C000211,11985,Jennifer Moss,T6181,Credit,64.64,Technical issue,Pending Approval,2026-05-06
ADJ000698,C000443,3051,John Johnson,T6184,Credit,57.79,Technical issue,Approved,2026-05-06
ADJ000699,C000454,2508,Brandon Adkins,T6185,Credit,57.53,Technical issue,Approved,2026-05-06
ADJ000700,C000575,1810,James Miller,T6186,Credit,55.42,Billing inquiry,Approved,2026-05-06
ADJ000701,C000661,12019,Mary Walters,T6187,Credit,54.12,Refund request,Pending Approval,2026-05-06
ADJ000702,C000829,5301,Mary Ward,T6189,Credit,51.81,Refund request,Pending Approval,2026-05-06
ADJ000703,C000939,11448,Mary Tucker,T6192,Credit,50.55,Technical issue,Pending Approval,2026-05-06
ADJ000704,C001029,7980,Jennifer Ortiz,T6194,Credit,49.45,Cancellation request,Pending Approval,2026-05-06
ADJ000705,C001100,10273,Mary Smith,T6196,Refund,48.75,Refund request,Approved,2026-05-06
ADJ000706,C001230,11862,Mary Smith,T6199,Refund,47.54,Refund request,Approved,2026-05-06
ADJ000707,C001232,9924,Christine Smith,T6200,Credit,47.53,Technical issue,Pending Approval,2026-05-06
ADJ000708,C001270,3595,Joshua Lewis,T6203,Credit,47.26,Product inquiry,Approved,2026-05-06
ADJ000709,C001323,8999,Paul Smith,T6204,Credit,46.77,Technical issue,Pending Approval,2026-05-06
ADJ000710,C001423,6178,Mary Smith,T6206,Refund,46.00,Refund request,Approved,2026-05-06
ADJ000711,C001497,5762,Crystal Foster,T6207,Credit,45.41,Technical issue,Approved,2026-05-06
ADJ000712,C001754,10134,Mary Stuart,T6212,Credit,43.85,Cancellation request,Approved,2026-05-06
ADJ000713,C001812,2589,Nathan Taylor,T6213,Credit,43.45,Billing inquiry,Approved,2026-05-06
ADJ000714,C001931,11427,Deborah Martin,T6215,Credit,42.60,Product inquiry,Approved,2026-05-06
ADJ000715,C001979,6071,Mary Wu,T6217,Credit,42.40,Refund request,Pending Approval,2026-05-06
ADJ000716,C000062,11431,Willie Sanders,T6220,Credit,73.84,Technical issue,Approved,2026-05-06
ADJ000717,C000155,9515,Victoria Smith,T6222,Credit,66.90,Product inquiry,Pending Approval,2026-05-06
ADJ000718,C000158,6812,Sharon Smith,T6223,Credit,66.85,Product inquiry,Pending Approval,2026-05-06
ADJ000719,C000216,7001,Mary Weeks,T6225,Credit,64.44,Billing inquiry,Pending Approval,2026-05-06
ADJ000720,C000308,8664,Mary Smith,T6226,Refund,60.95,Refund request,Approved,2026-05-06
ADJ000721,C000329,3735,Mary Lewis,T6228,Credit,60.19,Billing inquiry,Approved,2026-05-06
ADJ000722,C000336,2537,Mary Smith,T6229,Credit,60.00,Cancellation request,Pending Approval,2026-05-06
ADJ000723,C000347,9213,Jennifer Williamson,T6230,Refund,59.80,Refund request,Approved,2026-05-06
ADJ000724,C000359,7432,Betty Smith,T6232,Credit,59.54,Cancellation request,Pending Approval,2026-05-06
ADJ000725,C000407,4770,Andrea Malone,T6234,Credit,58.49,Product inquiry,Approved,2026-05-06
ADJ000726,C000416,8290,Benjamin Jennings,T6235,Refund,58.36,Refund request,Approved,2026-05-06
ADJ000727,C000421,7123,Carl Smith,T6236,Credit,58.24,Technical issue,Approved,2026-05-06
ADJ000728,C000426,8971,Mary Gill,T6237,Credit,58.19,Technical issue,Pending Approval,2026-05-06
ADJ000729,C000485,5311,Mary Smith,T6238,Refund,56.90,Refund request,Approved,2026-05-06
ADJ000730,C000524,2826,Lisa Wallace,T6239,Refund,56.27,Refund request,Approved,2026-05-06
ADJ000731,C000608,1927,Laura Stevens,T6240,Credit,54.95,Cancellation request,Pending Approval,2026-05-06
ADJ000732,C000650,3304,Amanda Gibson,T6241,Credit,54.24,Product inquiry,Pending Approval,2026-05-06
ADJ000733,C000689,6086,Mary Hutchinson,T6242,Credit,53.66,Cancellation request,Pending Approval,2026-05-06
ADJ000734,C000865,5971,Philip Johnson,T6245,Credit,51.39,Product inquiry,Approved,2026-05-06
ADJ000735,C000925,8084,Mary Smith,T6246,Refund,50.72,Refund request,Approved,2026-05-06
ADJ000736,C000978,11388,Mary Rangel,T6248,Refund,50.06,Refund request,Approved,2026-05-06
ADJ000737,C001113,9581,Deborah Smith,T6249,Credit,48.60,Technical issue,Pending Approval,2026-05-06
ADJ000738,C001122,859,Dorothy Hawkins,T6250,Credit,48.59,Billing inquiry,Approved,2026-05-06
ADJ000739,C001246,10453,Elizabeth Brewer,T6252,Credit,47.42,Billing inquiry,Approved,2026-05-06
ADJ000740,C001255,3677,Sandra Edwards,T6253,Credit,47.36,Cancellation request,Pending Approval,2026-05-06
ADJ000741,C001303,3660,Roger Smith,T6254,Credit,46.90,Product inquiry,Pending Approval,2026-05-06
ADJ000742,C001346,5797,Roy Smith,T6255,Credit,46.62,Billing inquiry,Approved,2026-05-06
ADJ000743,C001355,2717,Mary Smith,T6256,Credit,46.59,Technical issue,Approved,2026-05-06
ADJ000744,C001385,4016,Mary Smith,T6257,Refund,46.33,Refund request,Approved,2026-05-06
ADJ000745,C001589,5052,Larry Meyer,T6261,Refund,44.79,Refund request,Approved,2026-05-06
ADJ000746,C001638,8704,Mary Mclean,T6262,Credit,44.49,Billing inquiry,Approved,2026-05-06
ADJ000747,C001659,5145,James Smith,T6263,Credit,44.40,Cancellation request,Pending Approval,2026-05-06
ADJ000748,C000003,8766,Mary Duncan,T6266,Credit,92.96,Billing inquiry,Pending Approval,2026-05-06
ADJ000749,C000024,6316,Kyle Smith,T6268,Refund,81.05,Refund request,Approved,2026-05-06
ADJ000750,C000056,1695,Amanda Marquez,T6269,Credit,74.69,Cancellation request,Approved,2026-05-06
ADJ000751,C000075,11768,Virginia Smith,T6270,Credit,72.37,Billing inquiry,Approved,2026-05-06
ADJ000752,C000239,7273,Mary Smith,T6272,Credit,63.34,Cancellation request,Pending Approval,2026-05-06
ADJ000753,C000481,10735,Albert Valdez,T6274,Credit,56.95,Technical issue,Approved,2026-05-06
ADJ000754,C000494,5200,Jennifer Little,T6275,Refund,56.79,Refund request,Approved,2026-05-06
ADJ000755,C000558,11124,Mary Bowman,T6276,Refund,55.84,Refund request,Approved,2026-05-06
ADJ000756,C000582,7749,Amy Gibson,T6277,Credit,55.33,Billing inquiry,Pending Approval,2026-05-06
ADJ000757,C000618,7802,Mary Acevedo,T6278,Credit,54.64,Product inquiry,Pending Approval,2026-05-06
ADJ000758,C000667,5085,Janet Jones,T6281,Refund,53.99,Refund request,Approved,2026-05-06
ADJ000759,C000726,5965,Richard Parker,T6283,Credit,53.11,Product inquiry,Pending Approval,2026-05-06
ADJ000760,C000796,771,Patricia Smith,T6284,Credit,52.24,Technical issue,Approved,2026-05-06
ADJ000761,C001317,10584,Mary Smith,T6286,Credit,46.80,Product inquiry,Approved,2026-05-06
ADJ000762,C001391,187,Mildred Herrera,T6288,Credit,46.29,Technical issue,Pending Approval,2026-05-06
ADJ000763,C001552,11284,Sarah Sherman,T6290,Refund,45.01,Refund request,Approved,2026-05-06
ADJ000764,C001628,9612,Willie Roberson,T6292,Credit,44.52,Technical issue,Pending Approval,2026-05-06
ADJ000765,C001666,11757,Mary Boyle,T6293,Credit,44.39,Product inquiry,Approved,2026-05-06
ADJ000766,C001680,2210,Mary Bryant,T6294,Credit,44.30,Cancellation request,Pending Approval,2026-05-06
ADJ000767,C001713,10759,Douglas Smith,T6295,Refund,44.11,Refund request,Approved,2026-05-06
ADJ000768,C000106,467,James Smith,T6298,Credit,69.92,Product inquiry,Approved,2026-05-06
ADJ000769,C000113,7954,Danielle Smith,T6299,Credit,69.39,Billing inquiry,Approved,2026-05-06
ADJ000770,C000168,5867,Beverly Jackson,T6300,Refund,66.19,Refund request,Approved,2026-05-06
ADJ000771,C000271,6213,Michael Richardson,T6301,Refund,62.23,Refund request,Approved,2026-05-06
ADJ000772,C000385,2708,Jennifer Dominguez,T6304,Credit,59.09,Product inquiry,Pending Approval,2026-05-06
ADJ000773,C000517,5533,Mary Harrison,T6306,Credit,56.42,Cancellation request,Approved,2026-05-06
ADJ000774,C000631,4552,Janice Smith,T6307,Credit,54.44,Refund request,Pending Approval,2026-05-06
ADJ000775,C000780,9341,Karen Collins,T6308,Credit,52.40,Product inquiry,Approved,2026-05-06
ADJ000776,C000871,9563,Pamela Murphy,T6309,Credit,51.32,Product inquiry,Approved,2026-05-06
ADJ000777,C000945,396,Deborah Smith,T6311,Credit,50.49,Product inquiry,Pending Approval,2026-05-06
ADJ000778,C001115,11235,Judy Church,T6312,Refund,48.60,Refund request,Approved,2026-05-06
ADJ000779,C001117,6165,Mary Gardner,T6313,Credit,48.59,Cancellation request,Pending Approval,2026-05-06
ADJ000780,C001145,9639,Mary Smith,T6314,Credit,48.39,Cancellation request,Pending Approval,2026-05-06
ADJ000781,C001171,7716,David Middleton,T6315,Credit,48.09,Cancellation request,Approved,2026-05-06
ADJ000782,C001181,1847,Mary Smith,T6316,Refund,48.04,Refund request,Approved,2026-05-06
ADJ000783,C001206,10905,Lisa Warner,T6317,Refund,47.79,Refund request,Approved,2026-05-06
ADJ000784,C001278,5943,Mary Sherman,T6319,Credit,47.16,Cancellation request,Pending Approval,2026-05-06
ADJ000785,C001416,6397,Mary Carr,T6321,Credit,46.05,Cancellation request,Approved,2026-05-06
ADJ000786,C001448,6014,Mary Washington,T6322,Credit,45.84,Refund request,Pending Approval,2026-05-06
ADJ000787,C001581,3617,Mary Smith,T6324,Credit,44.81,Technical issue,Approved,2026-05-06
ADJ000788,C001586,8787,Janice Pittman,T6325,Credit,44.80,Cancellation request,Pending Approval,2026-05-06
ADJ000789,C001631,6370,Andrea Smith,T6326,Refund,44.50,Refund request,Approved,2026-05-06
ADJ000790,C001664,6909,Mary Salinas,T6327,Credit,44.39,Billing inquiry,Pending Approval,2026-05-06
ADJ000791,C001689,1331,Mary Smith,T6328,Refund,44.28,Refund request,Approved,2026-05-06
ADJ000792,C001778,12332,Kelly Jones,T6331,Credit,43.69,Technical issue,Approved,2026-05-06
ADJ000793,C001865,2979,Nicole Smith,T6334,Credit,42.99,Billing inquiry,Approved,2026-05-06
ADJ000794,C001887,11522,Roy Smith,T6335,Credit,42.88,Technical issue,Approved,2026-05-06
ADJ000795,C001929,2881,Phillip Smith,T6337,Credit,42.60,Billing inquiry,Pending Approval,2026-05-06
ADJ000796,C001976,8942,Robert Smith,T6338,Credit,42.40,Technical issue,Pending Approval,2026-05-06
